"alias","treatment_name","culture","starch_g_per_kg","tuber_FW_kg_per_plant","starch_yield_g_per_plant"
"EA269","control","72482",201.2127781295,1.076,217.604289252147
"EA269","drought stress","72247",212.666666666667,0.437833333333333,93.1933333333333
"EA269","drought stress","72275",191,0.4596,87.7885333333333
"EA269","drought stress","72292",168.564833333333,0.218613333333333,36.4273292313333
"EA269","drought stress","72396",214.2096,0.614,131.41096576
"EA269","drought stress","72482",185.8586074375,0.921,172.380608885219
"EA273","control","72247",218,0.992666666666667,215.818666666667
"EA273","control","72275",196.333333333333,1.54293333333333,303.109333333333
"EA273","control","72292",180.76,0.416684,75.0586588128
"EA273","control","72396",189.1224,1.593,294.6991368
"EA273","control","72482",172.281002841,0.859,148.137596731188
"EA273","drought stress","72247",160.5,0.717,114.575333333333
"EA273","drought stress","72275",187.333333333333,0.450533333333333,84.5688
"EA273","drought stress","72292",190.864566666667,0.210245,40.1672216583333
"EA273","drought stress","72396",226.7532,0.7236,164.62551648
"EA273","drought stress","72482",174.7602314645,0.762,133.083012362652
"EA279","control","72247",230.833333333333,1.27166666666667,295.086333333333
"EA279","control","72275",207,1.63666666666667,337.394
"EA279","control","72292",178.6694,0.422551666666667,75.4215960296667
"EA279","control","72396",225.7079,1.4979,338.35180166
"EA279","control","72482",198.7270869095,1.853,368.69174230283
"EA279","drought stress","72247",208.166666666667,0.315333333333333,65.3236666666667
"EA279","drought stress","72275",196,0.447466666666667,87.6042666666667
"EA279","drought stress","72292",238.599933333333,0.125268333333333,29.767690334
"EA279","drought stress","72396",249.7498,0.8716,217.91774536
"EA279","drought stress","72482",181.032584583,1.314,238.173275189422
"EA28","control","72247",238,1.36466666666667,323.906666666667
"EA28","control","72275",202,1.19333333333333,241.917866666667
"EA28","control","72292",185.289633333333,0.410081666666667,75.744437686
"EA28","control","72396",221.5267,1.131,251.1937384
"EA28","control","72482",195.929535566,1.373,269.066532485002
"EA28","drought stress","72247",206.166666666667,0.472666666666667,97.4986666666667
"EA28","drought stress","72275",183,0.310266666666667,56.846
"EA28","drought stress","72292",174.139766666667,0.220265,38.3119007663333
"EA28","drought stress","72396",225.7079,0.6482,146.30365172
"EA28","drought stress","72482",192.470215462,1.124,216.191746409528
"EA280","control","72247",167.833333333333,1.45833333333333,244.226
"EA280","control","72275",168.666666666667,0.497733333333333,84.1304
"EA280","control","72292",194.697333333333,0.333213333333333,64.782289481
"EA280","control","72396",200.6207,0.753,150.6273158
"EA280","control","72482",189.055277185,0.641,121.174135347578
"EA280","drought stress","72247",172.833333333333,0.588,101.614
"EA280","drought stress","72275",131.666666666667,0.233733333333333,30.9970666666667
"EA280","drought stress","72292",195.3942,0.200903333333333,39.1795757813333
"EA280","drought stress","72396",230.9344,0.4024,92.61692128
"EA280","drought stress","72482",190.9093048015,0.548,104.486339792135
"EA54","control","72247",227.833333333333,1.164,264.237666666667
"EA54","control","72275",195.666666666667,1.02466666666667,200.222133333333
"EA54","control","72292",181.456866666667,0.418088333333333,75.796512062
"EA54","control","72396",200.6207,1.273,256.26799404
"EA54","control","72482",194.5218247325,1.174,228.611972864558
"EA54","drought stress","72247",193.5,0.573333333333333,110.522
"EA54","drought stress","72275",166.333333333333,0.311466666666667,52.0725333333333
"EA54","drought stress","72292",179.017833333333,0.21238,37.6742939813333
"EA54","drought stress","72396",214.2096,0.7126,152.89872356
"EA54","drought stress","72482",182.3229261525,0.89,162.54076624796
"EA55","control","72247",243.166666666667,1.02133333333333,248.709666666667
"EA55","control","72275",179.333333333333,0.8216,147.348533333333
"EA55","control","72292",190.864566666667,0.369938333333333,70.6209797786667
"EA55","control","72396",193.3036,1.1226,215.76456804
"EA55","control","72482",193.4582802975,1.018,197.020556587319
"EA55","drought stress","72247",200.166666666667,0.611666666666667,120.273666666667
"EA55","drought stress","72275",177.333333333333,0.2692,47.898
"EA55","drought stress","72292",181.108433333333,0.230393333333333,41.7183591293333
"EA55","drought stress","72396",208.9831,0.6806,142.29557056
"EA55","drought stress","72482",189.7079157415,0.91,172.338098299885
"EA62","control","72247",250.333333333333,1.14666666666667,285.923
"EA62","control","72275",203,1.156,235.5656
"EA62","control","72292",220.4814,0.377803333333333,83.2547401013333
"EA62","control","72396",226.7532,1.1574,260.57641164
"EA62","control","72482",209.271807555,1.249,261.196177534125
"EA62","drought stress","72247",190.5,0.7455,139.600333333333
"EA62","drought stress","72275",187.333333333333,0.332133333333333,62.2288
"EA62","drought stress","72292",194.000466666667,0.19245,37.2819889173333
"EA62","drought stress","72396",227.7985,0.6494,148.1549948
"EA62","drought stress","72482",198.749213346,1.122,222.1386188922
"EA7","control","72247",241.5,1.29066666666667,303.747
"EA7","control","72275",209,1.26853333333333,265.5408
"EA7","control","72292",209.679966666667,0.39642,82.8257076086667
"EA7","control","72396",234.0703,1.2786,299.97406512
"EA7","control","72482",214.008702989,1.662,356.50484916647
"EA7","drought stress","72247",195,0.415333333333333,80.545
"EA7","drought stress","72275",172.333333333333,0.434533333333333,75.3929333333333
"EA7","drought stress","72292",194.000466666667,0.199876666666667,38.6719141943333
"EA7","drought stress","72396",227.7985,0.7184,163.54005872
"EA7","drought stress","72482",197.9552938505,1.468,291.156134695468
"EA71","control","72247",214,1.43933333333333,308.516666666667
"EA71","control","72275",183,0.999733333333333,183.007333333333
"EA71","control","72292",194.3489,0.397351666666667,77.1177840243333
"EA71","control","72396",221.5267,1.1582,256.52518544
"EA71","control","72482",202.2011952815,1.237,250.151194065541
"EA71","drought stress","72247",204,0.643,131.567666666667
"EA71","drought stress","72275",162.333333333333,0.413733333333333,68.0932
"EA71","drought stress","72292",159.157133333333,0.229125,36.3768639076667
"EA71","drought stress","72396",216.3002,0.6088,130.26362624
"EA71","drought stress","72482",190.4918644045,1.059,201.763443153201
"EA74","control","72247",229.166666666667,1.285,294.265
"EA74","control","72275",200.666666666667,1.0808,216.786266666667
"EA74","control","72292",194.000466666667,0.37289,72.320300839
"EA74","control","72396",229.8891,0.9442,217.13884948
"EA74","control","72482",208.2682319015,1.026,216.016910496578
"EA74","drought stress","72247",168,0.72,121.851666666667
"EA74","drought stress","72275",169,0.4152,70.1454666666667
"EA74","drought stress","72292",164.0352,0.225875,37.068353301
"EA74","drought stress","72396",226.7532,0.49,111.2177792
"EA74","drought stress","72482",201.1294039695,0.831,167.441181612323
"EA8","control","72247",250.333333333333,0.904333333333333,228.014333333333
"EA8","control","72275",203.666666666667,0.4868,100.8504
"EA8","control","72292",202.7113,0.356421666666667,72.1575335513333
"EA8","control","72396",206.8925,0.8282,174.14998156
"EA8","control","72482",197.6716715845,0.833,165.192916359794
"EA8","drought stress","72247",202.833333333333,0.523,105.997333333333
"EA8","drought stress","72275",160,0.214133333333333,33.9608
"EA8","drought stress","72292",191.213,0.20751,39.5937382386667
"EA8","drought stress","72396",219.4361,0.4026,88.33138496
"EA8","drought stress","72482",197.20178926,0.865,170.729548226962
"EA87","control","72247",234.333333333333,1.43366666666667,335.057666666667
"EA87","control","72275",204.666666666667,1.47293333333333,301.4612
"EA87","control","72292",182.153733333333,0.415975,75.4771716636667
"EA87","control","72396",227.7985,1.0828,246.46077256
"EA87","control","72482",206.5415374975,1.601,330.688197514022
"EA87","drought stress","72247",204.5,0.517,105.362333333333
"EA87","drought stress","72275",174,0.469866666666667,81.8818666666667
"EA87","drought stress","72292",173.791333333333,0.206736666666667,35.926383564
"EA87","drought stress","72396",224.6626,0.581,130.359632
"EA87","drought stress","72482",192.2677835755,1.124,216.108042538388
"EA92","control","72247",253,1.09033333333333,276.449666666667
"EA92","control","72275",195.333333333333,0.770666666666667,150.708
"EA92","control","72292",216.3002,0.36092,77.9661200786667
"EA92","control","72396",206.8925,0.5152,106.591016
"EA92","control","72482",164.7193519505,0.563,92.749587005924
"EA92","drought stress","72247",223.333333333333,0.459333333333333,102.761
"EA92","drought stress","72275",189.666666666667,0.320133333333333,60.4249333333333
"EA92","drought stress","72292",196.091066666667,0.210123333333333,41.1240899236667
"EA92","drought stress","72396",206.8925,0.2066,42.9540958
"EA92","drought stress","72482",186.570808052,0.604,112.512710978792
"Euroresa","control","72247",242.5,1.08666666666667,262.560333333333
"Euroresa","control","72275",203.666666666667,1.40186666666667,285.289866666667
"Euroresa","control","72292",191.213,0.434998333333333,82.9374782893333
"Euroresa","control","72396",207.9378,1.0808,225.03603944
"Euroresa","control","72482",206.4406961325,1.357,280.138416949996
"Euroresa","drought stress","72247",213.333333333333,0.292333333333333,62.7285555555556
"Euroresa","drought stress","72275",185.666666666667,0.369866666666667,68.7266666666667
"Euroresa","drought stress","72292",209.331533333333,0.188881666666667,39.468307923
"Euroresa","drought stress","72396",212.119,0.7288,150.54743432
"Euroresa","drought stress","72482",189.338841028,0.985,186.468539975044
"Ramses","control","72247",231.333333333333,0.812333333333333,188.306333333333
"Ramses","control","72275",214,1.36013333333333,291.1696
"Ramses","control","72292",144.522933333333,0.389766666666667,56.1751110766667
"Ramses","control","72396",191.213,1.5106,290.8596056
"Ramses","control","72482",191.270197097,1.428,273.0154585571
"Ramses","drought stress","72247",192.166666666667,0.417333333333333,78.3276666666667
"Ramses","drought stress","72275",183.333333333333,0.395333333333333,72.9246666666667
"Ramses","drought stress","72292",172.049166666667,0.224316666666667,38.42785617
"Ramses","drought stress","72396",206.8925,0.6672,138.404531
"Ramses","drought stress","72482",194.76156536,1.126,219.137735809974
