"alias","culture","plant_id","line_id","name","treatment","treatment_name","population","SP1","SP2","SP3","SP","tuber_FW_kg_per_plot","tuber_FW_kg_per_plant","starch_g_per_kg","starch_yield_g_per_plant","starch_yield_g_per_plot"
"AR106","76240",1771603,899569,"{[St.Albatros.n].25-[St.Ramses.n].9}.106/001",170,"drought stress","AR","","yes","","SP2",0.422,0.422,231,97.482,97.482
"AR106","76240",1771604,899569,"{[St.Albatros.n].25-[St.Ramses.n].9}.106/001",170,"drought stress","AR","","yes","","SP2",0.256,0.256,240,61.44,61.44
"AR106","76240",1771605,899569,"{[St.Albatros.n].25-[St.Ramses.n].9}.106/001",169,"control","AR","","yes","","SP2",0.492,0.492,237,116.604,116.604
"AR106","76240",1771606,899569,"{[St.Albatros.n].25-[St.Ramses.n].9}.106/001",169,"control","AR","","yes","","SP2",0.586,0.586,213,124.818,124.818
"AR106","76240",1771607,899569,"{[St.Albatros.n].25-[St.Ramses.n].9}.106/001",169,"control","AR","","yes","","SP2",0.674,0.674,231,155.694,155.694
"AR106","76240",1771608,899569,"{[St.Albatros.n].25-[St.Ramses.n].9}.106/001",169,"control","AR","","yes","","SP2",0.754,0.754,219,165.126,165.126
"AR106","76240",1771609,899569,"{[St.Albatros.n].25-[St.Ramses.n].9}.106/001",169,"control","AR","","yes","","SP2",0.664,0.664,192,127.488,127.488
"AR106","76240",1771610,899569,"{[St.Albatros.n].25-[St.Ramses.n].9}.106/001",169,"control","AR","","yes","","SP2",0.524,0.524,239,125.236,125.236
"EA174","76240",1771611,899934,"{[St.Euroresa.n].47-[St.Albatros.n].47}.174/001",170,"drought stress","EA","","","yes","SP3",0.35,0.35,209,73.15,73.15
"EA174","76240",1771612,899934,"{[St.Euroresa.n].47-[St.Albatros.n].47}.174/001",170,"drought stress","EA","","","yes","SP3",0.488,0.488,227,110.776,110.776
"EA174","76240",1771613,899934,"{[St.Euroresa.n].47-[St.Albatros.n].47}.174/001",170,"drought stress","EA","","","yes","SP3",0.402,0.402,235,94.47,94.47
"EA174","76240",1771614,899934,"{[St.Euroresa.n].47-[St.Albatros.n].47}.174/001",170,"drought stress","EA","","","yes","SP3",0.298,0.298,211,62.878,62.878
"EA174","76240",1771615,899934,"{[St.Euroresa.n].47-[St.Albatros.n].47}.174/001",170,"drought stress","EA","","","yes","SP3",0.53,0.53,212,112.36,112.36
"EA174","76240",1771616,899934,"{[St.Euroresa.n].47-[St.Albatros.n].47}.174/001",170,"drought stress","EA","","","yes","SP3",0.508,0.508,198,100.584,100.584
"EA174","76240",1771617,899934,"{[St.Euroresa.n].47-[St.Albatros.n].47}.174/001",169,"control","EA","","","yes","SP3",1.03,1.03,219,225.57,225.57
"EA174","76240",1771618,899934,"{[St.Euroresa.n].47-[St.Albatros.n].47}.174/001",169,"control","EA","","","yes","SP3",1.004,1.004,210,210.84,210.84
"EA174","76240",1771619,899934,"{[St.Euroresa.n].47-[St.Albatros.n].47}.174/001",169,"control","EA","","","yes","SP3",1.01,1.01,204,206.04,206.04
"EA174","76240",1771620,899934,"{[St.Euroresa.n].47-[St.Albatros.n].47}.174/001",169,"control","EA","","","yes","SP3",0.96,0.96,218,209.28,209.28
"EA174","76240",1771621,899934,"{[St.Euroresa.n].47-[St.Albatros.n].47}.174/001",169,"control","EA","","","yes","SP3",0.948,0.948,224,212.352,212.352
"EA174","76240",1771622,899934,"{[St.Euroresa.n].47-[St.Albatros.n].47}.174/001",169,"control","EA","","","yes","SP3",0.966,0.966,217,209.622,209.622
"AR197","76240",1771623,899660,"{[St.Albatros.n].25-[St.Ramses.n].9}.197/001",170,"drought stress","AR","","yes","","SP2",0.426,0.426,264,112.464,112.464
"AR197","76240",1771624,899660,"{[St.Albatros.n].25-[St.Ramses.n].9}.197/001",170,"drought stress","AR","","yes","","SP2",0.38,0.38,246,93.48,93.48
"AR197","76240",1771625,899660,"{[St.Albatros.n].25-[St.Ramses.n].9}.197/001",170,"drought stress","AR","","yes","","SP2",0.334,0.334,240,80.16,80.16
"AR197","76240",1771626,899660,"{[St.Albatros.n].25-[St.Ramses.n].9}.197/001",170,"drought stress","AR","","yes","","SP2",0.406,0.406,237,96.222,96.222
"AR197","76240",1771627,899660,"{[St.Albatros.n].25-[St.Ramses.n].9}.197/001",170,"drought stress","AR","","yes","","SP2",0.464,0.464,264,122.496,122.496
"AR197","76240",1771628,899660,"{[St.Albatros.n].25-[St.Ramses.n].9}.197/001",170,"drought stress","AR","","yes","","SP2",0.45,0.45,270,121.5,121.5
"AR197","76240",1771629,899660,"{[St.Albatros.n].25-[St.Ramses.n].9}.197/001",169,"control","AR","","yes","","SP2",0.682,0.682,235,160.27,160.27
"AR197","76240",1771630,899660,"{[St.Albatros.n].25-[St.Ramses.n].9}.197/001",169,"control","AR","","yes","","SP2",0.63,0.63,250,157.5,157.5
"AR197","76240",1771631,899660,"{[St.Albatros.n].25-[St.Ramses.n].9}.197/001",169,"control","AR","","yes","","SP2",0.672,0.672,253,170.016,170.016
"AR197","76240",1771632,899660,"{[St.Albatros.n].25-[St.Ramses.n].9}.197/001",169,"control","AR","","yes","","SP2",0.746,0.746,252,187.992,187.992
"AR197","76240",1771633,899660,"{[St.Albatros.n].25-[St.Ramses.n].9}.197/001",169,"control","AR","","yes","","SP2",0.728,0.728,258,187.824,187.824
"AR197","76240",1771634,899660,"{[St.Albatros.n].25-[St.Ramses.n].9}.197/001",169,"control","AR","","yes","","SP2",0.616,0.616,251,154.616,154.616
"AR196","76240",1771635,899659,"{[St.Albatros.n].25-[St.Ramses.n].9}.196/001",170,"drought stress","AR","yes","yes","","SP2",0.42,0.42,231,97.02,97.02
"AR196","76240",1771636,899659,"{[St.Albatros.n].25-[St.Ramses.n].9}.196/001",170,"drought stress","AR","yes","yes","","SP2",0.406,0.406,229,92.974,92.974
"AR196","76240",1771637,899659,"{[St.Albatros.n].25-[St.Ramses.n].9}.196/001",170,"drought stress","AR","yes","yes","","SP2",0.456,0.456,246,112.176,112.176
"AR196","76240",1771638,899659,"{[St.Albatros.n].25-[St.Ramses.n].9}.196/001",170,"drought stress","AR","yes","yes","","SP2",0.266,0.266,238,63.308,63.308
"AR196","76240",1771639,899659,"{[St.Albatros.n].25-[St.Ramses.n].9}.196/001",170,"drought stress","AR","yes","yes","","SP2",0.314,0.314,251,78.814,78.814
"AR196","76240",1771640,899659,"{[St.Albatros.n].25-[St.Ramses.n].9}.196/001",170,"drought stress","AR","yes","yes","","SP2",0.326,0.326,211,68.786,68.786
"AR196","76240",1771641,899659,"{[St.Albatros.n].25-[St.Ramses.n].9}.196/001",169,"control","AR","yes","yes","","SP2",0.656,0.656,238,156.128,156.128
"AR196","76240",1771642,899659,"{[St.Albatros.n].25-[St.Ramses.n].9}.196/001",169,"control","AR","yes","yes","","SP2",0.58,0.58,253,146.74,146.74
"AR196","76240",1771643,899659,"{[St.Albatros.n].25-[St.Ramses.n].9}.196/001",169,"control","AR","yes","yes","","SP2",0.756,0.756,197,148.932,148.932
"AR196","76240",1771644,899659,"{[St.Albatros.n].25-[St.Ramses.n].9}.196/001",169,"control","AR","yes","yes","","SP2",0.688,0.688,223,153.424,153.424
"AR196","76240",1771645,899659,"{[St.Albatros.n].25-[St.Ramses.n].9}.196/001",169,"control","AR","yes","yes","","SP2",0.744,0.744,256,190.464,190.464
"AR196","76240",1771646,899659,"{[St.Albatros.n].25-[St.Ramses.n].9}.196/001",169,"control","AR","yes","yes","","SP2",0.752,0.752,229,172.208,172.208
"EA145","76240",1771647,899905,"{[St.Euroresa.n].47-[St.Albatros.n].47}.145/001",170,"drought stress","EA","yes","","","SP1",0.414,0.414,233,96.462,96.462
"EA145","76240",1771648,899905,"{[St.Euroresa.n].47-[St.Albatros.n].47}.145/001",170,"drought stress","EA","yes","","","SP1",0.398,0.398,212,84.376,84.376
"EA145","76240",1771649,899905,"{[St.Euroresa.n].47-[St.Albatros.n].47}.145/001",170,"drought stress","EA","yes","","","SP1",0.372,0.372,226,84.072,84.072
"EA145","76240",1771650,899905,"{[St.Euroresa.n].47-[St.Albatros.n].47}.145/001",170,"drought stress","EA","yes","","","SP1",0.27,0.27,230,62.1,62.1
"EA145","76240",1771651,899905,"{[St.Euroresa.n].47-[St.Albatros.n].47}.145/001",170,"drought stress","EA","yes","","","SP1",0.32,0.32,226,72.32,72.32
"EA145","76240",1771652,899905,"{[St.Euroresa.n].47-[St.Albatros.n].47}.145/001",170,"drought stress","EA","yes","","","SP1",0.312,0.312,229,71.448,71.448
"EA145","76240",1771653,899905,"{[St.Euroresa.n].47-[St.Albatros.n].47}.145/001",169,"control","EA","yes","","","SP1",0.758,0.758,229,173.582,173.582
"EA145","76240",1771654,899905,"{[St.Euroresa.n].47-[St.Albatros.n].47}.145/001",169,"control","EA","yes","","","SP1",0.856,0.856,226,193.456,193.456
"EA145","76240",1771655,899905,"{[St.Euroresa.n].47-[St.Albatros.n].47}.145/001",169,"control","EA","yes","","","SP1",0.884,0.884,211,186.524,186.524
"EA145","76240",1771656,899905,"{[St.Euroresa.n].47-[St.Albatros.n].47}.145/001",169,"control","EA","yes","","","SP1",0.82,0.82,237,194.34,194.34
"EA145","76240",1771657,899905,"{[St.Euroresa.n].47-[St.Albatros.n].47}.145/001",169,"control","EA","yes","","","SP1",0.722,0.722,226,163.172,163.172
"EA145","76240",1771658,899905,"{[St.Euroresa.n].47-[St.Albatros.n].47}.145/001",169,"control","EA","yes","","","SP1",0.728,0.728,231,168.168,168.168
"EA280","76240",1771659,900040,"{[St.Euroresa.n].47-[St.Albatros.n].47}.280/001",170,"drought stress","EA","","","yes","SP3",0.218,0.218,198,43.164,43.164
"EA280","76240",1771660,900040,"{[St.Euroresa.n].47-[St.Albatros.n].47}.280/001",170,"drought stress","EA","","","yes","SP3",0.178,0.178,247,43.966,43.966
"EA280","76240",1771661,900040,"{[St.Euroresa.n].47-[St.Albatros.n].47}.280/001",170,"drought stress","EA","","","yes","SP3",0.172,0.172,235.333333333333,40.4773333333333,40.4773333333333
"EA280","76240",1771662,900040,"{[St.Euroresa.n].47-[St.Albatros.n].47}.280/001",170,"drought stress","EA","","","yes","SP3",0.248,0.248,180,44.64,44.64
"EA280","76240",1771663,900040,"{[St.Euroresa.n].47-[St.Albatros.n].47}.280/001",170,"drought stress","EA","","","yes","SP3",0.304,0.304,202,61.408,61.408
"EA280","76240",1771664,900040,"{[St.Euroresa.n].47-[St.Albatros.n].47}.280/001",170,"drought stress","EA","","","yes","SP3",0.252,0.252,209,52.668,52.668
"EA280","76240",1771665,900040,"{[St.Euroresa.n].47-[St.Albatros.n].47}.280/001",169,"control","EA","","","yes","SP3",0.75,0.75,192,144,144
"EA280","76240",1771666,900040,"{[St.Euroresa.n].47-[St.Albatros.n].47}.280/001",169,"control","EA","","","yes","SP3",0.55,0.55,174,95.7,95.7
"EA280","76240",1771667,900040,"{[St.Euroresa.n].47-[St.Albatros.n].47}.280/001",169,"control","EA","","","yes","SP3",0.78,0.78,168,131.04,131.04
"EA280","76240",1771668,900040,"{[St.Euroresa.n].47-[St.Albatros.n].47}.280/001",169,"control","EA","","","yes","SP3",0.776,0.776,185,143.56,143.56
"EA280","76240",1771669,900040,"{[St.Euroresa.n].47-[St.Albatros.n].47}.280/001",169,"control","EA","","","yes","SP3",0.72,0.72,206,148.32,148.32
"EA280","76240",1771670,900040,"{[St.Euroresa.n].47-[St.Albatros.n].47}.280/001",169,"control","EA","","","yes","SP3",0.648,0.648,173,112.104,112.104
"AR201","76240",1771671,899664,"{[St.Albatros.n].25-[St.Ramses.n].9}.201/001",170,"drought stress","AR","yes","","","SP1",0.454,0.454,238,108.052,108.052
"AR201","76240",1771672,899664,"{[St.Albatros.n].25-[St.Ramses.n].9}.201/001",170,"drought stress","AR","yes","","","SP1",0.492,0.492,225,110.7,110.7
"AR201","76240",1771673,899664,"{[St.Albatros.n].25-[St.Ramses.n].9}.201/001",170,"drought stress","AR","yes","","","SP1",0.426,0.426,234,99.684,99.684
"AR201","76240",1771674,899664,"{[St.Albatros.n].25-[St.Ramses.n].9}.201/001",170,"drought stress","AR","yes","","","SP1",0.51,0.51,240,122.4,122.4
"AR201","76240",1771675,899664,"{[St.Albatros.n].25-[St.Ramses.n].9}.201/001",170,"drought stress","AR","yes","","","SP1",0.6,0.6,219,131.4,131.4
"AR201","76240",1771676,899664,"{[St.Albatros.n].25-[St.Ramses.n].9}.201/001",170,"drought stress","AR","yes","","","SP1",0.434,0.434,222,96.348,96.348
"AR201","76240",1771677,899664,"{[St.Albatros.n].25-[St.Ramses.n].9}.201/001",169,"control","AR","yes","","","SP1",0.796,0.796,226,179.896,179.896
"AR201","76240",1771678,899664,"{[St.Albatros.n].25-[St.Ramses.n].9}.201/001",169,"control","AR","yes","","","SP1",0.812,0.812,232,188.384,188.384
"AR201","76240",1771679,899664,"{[St.Albatros.n].25-[St.Ramses.n].9}.201/001",169,"control","AR","yes","","","SP1",0.778,0.778,238,185.164,185.164
"AR201","76240",1771680,899664,"{[St.Albatros.n].25-[St.Ramses.n].9}.201/001",169,"control","AR","yes","","","SP1",0.964,0.964,205,197.62,197.62
"AR201","76240",1771681,899664,"{[St.Albatros.n].25-[St.Ramses.n].9}.201/001",169,"control","AR","yes","","","SP1",0.898,0.898,209,187.682,187.682
"AR201","76240",1771682,899664,"{[St.Albatros.n].25-[St.Ramses.n].9}.201/001",169,"control","AR","yes","","","SP1",0.56,0.56,158,88.48,88.48
"AR202","76240",1771683,899665,"{[St.Albatros.n].25-[St.Ramses.n].9}.202/001",170,"drought stress","AR","yes","","","SP1",0.33,0.33,247,81.51,81.51
"AR202","76240",1771684,899665,"{[St.Albatros.n].25-[St.Ramses.n].9}.202/001",170,"drought stress","AR","yes","","","SP1",0.368,0.368,247,90.896,90.896
"AR202","76240",1771685,899665,"{[St.Albatros.n].25-[St.Ramses.n].9}.202/001",170,"drought stress","AR","yes","","","SP1",0.422,0.422,239,100.858,100.858
"AR202","76240",1771686,899665,"{[St.Albatros.n].25-[St.Ramses.n].9}.202/001",170,"drought stress","AR","yes","","","SP1",0.45,0.45,246,110.7,110.7
"AR202","76240",1771687,899665,"{[St.Albatros.n].25-[St.Ramses.n].9}.202/001",170,"drought stress","AR","yes","","","SP1",0.396,0.396,274,108.504,108.504
"AR202","76240",1771688,899665,"{[St.Albatros.n].25-[St.Ramses.n].9}.202/001",170,"drought stress","AR","yes","","","SP1",0.394,0.394,255,100.47,100.47
"AR202","76240",1771689,899665,"{[St.Albatros.n].25-[St.Ramses.n].9}.202/001",169,"control","AR","yes","","","SP1",0.696,0.696,247,171.912,171.912
"AR202","76240",1771690,899665,"{[St.Albatros.n].25-[St.Ramses.n].9}.202/001",169,"control","AR","yes","","","SP1",0.87,0.87,216,187.92,187.92
"AR202","76240",1771691,899665,"{[St.Albatros.n].25-[St.Ramses.n].9}.202/001",169,"control","AR","yes","","","SP1",0.66,0.66,195,128.7,128.7
"AR202","76240",1771692,899665,"{[St.Albatros.n].25-[St.Ramses.n].9}.202/001",169,"control","AR","yes","","","SP1",0.722,0.722,250,180.5,180.5
"AR202","76240",1771693,899665,"{[St.Albatros.n].25-[St.Ramses.n].9}.202/001",169,"control","AR","yes","","","SP1",0.704,0.704,261,183.744,183.744
"AR202","76240",1771694,899665,"{[St.Albatros.n].25-[St.Ramses.n].9}.202/001",169,"control","AR","yes","","","SP1",0.702,0.702,236,165.672,165.672
"Ramses","76240",1771695,858641,"[St.Ramses.n]/002",170,"drought stress",NA,NA,NA,NA,NA,0.318,0.318,266,84.588,84.588
"Ramses","76240",1771696,858641,"[St.Ramses.n]/002",170,"drought stress",NA,NA,NA,NA,NA,0.31,0.31,250,77.5,77.5
"Ramses","76240",1771697,858641,"[St.Ramses.n]/002",170,"drought stress",NA,NA,NA,NA,NA,0.178,0.178,254.333333333333,45.2713333333333,45.2713333333333
"Ramses","76240",1771698,858641,"[St.Ramses.n]/002",170,"drought stress",NA,NA,NA,NA,NA,0.298,0.298,237,70.626,70.626
"Ramses","76240",1771699,858641,"[St.Ramses.n]/002",170,"drought stress",NA,NA,NA,NA,NA,0.35,0.35,250,87.5,87.5
"Ramses","76240",1771700,858641,"[St.Ramses.n]/002",170,"drought stress",NA,NA,NA,NA,NA,0.306,0.306,213,65.178,65.178
"Ramses","76240",1771701,858641,"[St.Ramses.n]/002",169,"control",NA,NA,NA,NA,NA,0.726,0.726,236,171.336,171.336
"Ramses","76240",1771702,858641,"[St.Ramses.n]/002",169,"control",NA,NA,NA,NA,NA,0.668,0.668,228,152.304,152.304
"Ramses","76240",1771703,858641,"[St.Ramses.n]/002",169,"control",NA,NA,NA,NA,NA,0.712,0.712,222,158.064,158.064
"Ramses","76240",1771704,858641,"[St.Ramses.n]/002",169,"control",NA,NA,NA,NA,NA,0.71,0.71,202,143.42,143.42
"Ramses","76240",1771705,858641,"[St.Ramses.n]/002",169,"control",NA,NA,NA,NA,NA,0.77,0.77,216,166.32,166.32
"Ramses","76240",1771706,858641,"[St.Ramses.n]/002",169,"control",NA,NA,NA,NA,NA,0.654,0.654,226,147.804,147.804
"EA279","76240",1771707,900039,"{[St.Euroresa.n].47-[St.Albatros.n].47}.279/001",170,"drought stress","EA","","","yes","SP3",0.228,0.228,243,55.404,55.404
"EA279","76240",1771708,900039,"{[St.Euroresa.n].47-[St.Albatros.n].47}.279/001",170,"drought stress","EA","","","yes","SP3",0.068,0.068,204.666666666667,13.9173333333333,13.9173333333333
"EA279","76240",1771709,900039,"{[St.Euroresa.n].47-[St.Albatros.n].47}.279/001",170,"drought stress","EA","","","yes","SP3",0.118,0.118,251,29.618,29.618
"EA279","76240",1771710,900039,"{[St.Euroresa.n].47-[St.Albatros.n].47}.279/001",170,"drought stress","EA","","","yes","SP3",0.17,0.17,240,40.8,40.8
"EA279","76240",1771711,900039,"{[St.Euroresa.n].47-[St.Albatros.n].47}.279/001",170,"drought stress","EA","","","yes","SP3",0.092,0.092,256,23.552,23.552
"EA279","76240",1771712,900039,"{[St.Euroresa.n].47-[St.Albatros.n].47}.279/001",170,"drought stress","EA","","","yes","SP3",0.144,0.144,268,38.592,38.592
"EA279","76240",1771713,900039,"{[St.Euroresa.n].47-[St.Albatros.n].47}.279/001",169,"control","EA","","","yes","SP3",0.376,0.376,234,87.984,87.984
"EA279","76240",1771714,900039,"{[St.Euroresa.n].47-[St.Albatros.n].47}.279/001",169,"control","EA","","","yes","SP3",0.56,0.56,257,143.92,143.92
"EA279","76240",1771715,900039,"{[St.Euroresa.n].47-[St.Albatros.n].47}.279/001",169,"control","EA","","","yes","SP3",0.402,0.402,244,98.088,98.088
"EA279","76240",1771716,900039,"{[St.Euroresa.n].47-[St.Albatros.n].47}.279/001",169,"control","EA","","","yes","SP3",0.614,0.614,225,138.15,138.15
"EA279","76240",1771717,900039,"{[St.Euroresa.n].47-[St.Albatros.n].47}.279/001",169,"control","EA","","","yes","SP3",0.512,0.512,241,123.392,123.392
"EA279","76240",1771718,900039,"{[St.Euroresa.n].47-[St.Albatros.n].47}.279/001",169,"control","EA","","","yes","SP3",0.55,0.55,231,127.05,127.05
"EA273","76240",1771719,900033,"{[St.Euroresa.n].47-[St.Albatros.n].47}.273/001",170,"drought stress","EA","","","yes","SP3",0.36,0.36,186,66.96,66.96
"EA273","76240",1771720,900033,"{[St.Euroresa.n].47-[St.Albatros.n].47}.273/001",170,"drought stress","EA","","","yes","SP3",0.296,0.296,195,57.72,57.72
"EA273","76240",1771721,900033,"{[St.Euroresa.n].47-[St.Albatros.n].47}.273/001",170,"drought stress","EA","","","yes","SP3",0.382,0.382,184,70.288,70.288
"EA273","76240",1771722,900033,"{[St.Euroresa.n].47-[St.Albatros.n].47}.273/001",170,"drought stress","EA","","","yes","SP3",0.34,0.34,224,76.16,76.16
"EA273","76240",1771723,900033,"{[St.Euroresa.n].47-[St.Albatros.n].47}.273/001",170,"drought stress","EA","","","yes","SP3",0.396,0.396,214,84.744,84.744
"EA273","76240",1771724,900033,"{[St.Euroresa.n].47-[St.Albatros.n].47}.273/001",170,"drought stress","EA","","","yes","SP3",0.42,0.42,229,96.18,96.18
"EA273","76240",1771725,900033,"{[St.Euroresa.n].47-[St.Albatros.n].47}.273/001",169,"control","EA","","","yes","SP3",0.604,0.604,230,138.92,138.92
"EA273","76240",1771726,900033,"{[St.Euroresa.n].47-[St.Albatros.n].47}.273/001",169,"control","EA","","","yes","SP3",0.518,0.518,222,114.996,114.996
"EA273","76240",1771727,900033,"{[St.Euroresa.n].47-[St.Albatros.n].47}.273/001",169,"control","EA","","","yes","SP3",0.632,0.632,230,145.36,145.36
"EA273","76240",1771728,900033,"{[St.Euroresa.n].47-[St.Albatros.n].47}.273/001",169,"control","EA","","","yes","SP3",0.674,0.674,228,153.672,153.672
"EA273","76240",1771729,900033,"{[St.Euroresa.n].47-[St.Albatros.n].47}.273/001",169,"control","EA","","","yes","SP3",0.682,0.682,206,140.492,140.492
"EA273","76240",1771730,900033,"{[St.Euroresa.n].47-[St.Albatros.n].47}.273/001",169,"control","EA","","","yes","SP3",0.554,0.554,203,112.462,112.462
"EA154","76240",1771731,899914,"{[St.Euroresa.n].47-[St.Albatros.n].47}.154/001",170,"drought stress","EA","","","yes","SP3",0.36,0.36,171,61.56,61.56
"EA154","76240",1771732,899914,"{[St.Euroresa.n].47-[St.Albatros.n].47}.154/001",170,"drought stress","EA","","","yes","SP3",0.332,0.332,275,91.3,91.3
"EA154","76240",1771733,899914,"{[St.Euroresa.n].47-[St.Albatros.n].47}.154/001",170,"drought stress","EA","","","yes","SP3",0.47,0.47,170,79.9,79.9
"EA154","76240",1771734,899914,"{[St.Euroresa.n].47-[St.Albatros.n].47}.154/001",170,"drought stress","EA","","","yes","SP3",0.314,0.314,261,81.954,81.954
"EA154","76240",1771735,899914,"{[St.Euroresa.n].47-[St.Albatros.n].47}.154/001",170,"drought stress","EA","","","yes","SP3",0.298,0.298,241,71.818,71.818
"EA154","76240",1771736,899914,"{[St.Euroresa.n].47-[St.Albatros.n].47}.154/001",170,"drought stress","EA","","","yes","SP3",0.252,0.252,259,65.268,65.268
"EA154","76240",1771737,899914,"{[St.Euroresa.n].47-[St.Albatros.n].47}.154/001",169,"control","EA","","","yes","SP3",0.612,0.612,254,155.448,155.448
"EA154","76240",1771738,899914,"{[St.Euroresa.n].47-[St.Albatros.n].47}.154/001",169,"control","EA","","","yes","SP3",0.652,0.652,257,167.564,167.564
"EA154","76240",1771739,899914,"{[St.Euroresa.n].47-[St.Albatros.n].47}.154/001",169,"control","EA","","","yes","SP3",0.67,0.67,250,167.5,167.5
"EA154","76240",1771740,899914,"{[St.Euroresa.n].47-[St.Albatros.n].47}.154/001",169,"control","EA","","","yes","SP3",0.414,0.414,248,102.672,102.672
"EA154","76240",1771741,899914,"{[St.Euroresa.n].47-[St.Albatros.n].47}.154/001",169,"control","EA","","","yes","SP3",0.598,0.598,248,148.304,148.304
"EA154","76240",1771742,899914,"{[St.Euroresa.n].47-[St.Albatros.n].47}.154/001",169,"control","EA","","","yes","SP3",0.598,0.598,242,144.716,144.716
"EA62","76240",1771743,899822,"{[St.Euroresa.n].47-[St.Albatros.n].47}.62/001",170,"drought stress","EA","yes","","","SP1",0.254,0.254,287,72.898,72.898
"EA62","76240",1771744,899822,"{[St.Euroresa.n].47-[St.Albatros.n].47}.62/001",170,"drought stress","EA","yes","","","SP1",0.418,0.418,229,95.722,95.722
"EA62","76240",1771745,899822,"{[St.Euroresa.n].47-[St.Albatros.n].47}.62/001",170,"drought stress","EA","yes","","","SP1",0.328,0.328,288,94.464,94.464
"EA62","76240",1771746,899822,"{[St.Euroresa.n].47-[St.Albatros.n].47}.62/001",170,"drought stress","EA","yes","","","SP1",0.25,0.25,279,69.75,69.75
"EA62","76240",1771747,899822,"{[St.Euroresa.n].47-[St.Albatros.n].47}.62/001",170,"drought stress","EA","yes","","","SP1",0.3,0.3,285,85.5,85.5
"EA62","76240",1771748,899822,"{[St.Euroresa.n].47-[St.Albatros.n].47}.62/001",170,"drought stress","EA","yes","","","SP1",0.312,0.312,229,71.448,71.448
"EA62","76240",1771749,899822,"{[St.Euroresa.n].47-[St.Albatros.n].47}.62/001",169,"control","EA","yes","","","SP1",0.97,0.97,253,245.41,245.41
"EA62","76240",1771750,899822,"{[St.Euroresa.n].47-[St.Albatros.n].47}.62/001",169,"control","EA","yes","","","SP1",0.778,0.778,252,196.056,196.056
"EA62","76240",1771751,899822,"{[St.Euroresa.n].47-[St.Albatros.n].47}.62/001",169,"control","EA","yes","","","SP1",0.774,0.774,242,187.308,187.308
"EA62","76240",1771752,899822,"{[St.Euroresa.n].47-[St.Albatros.n].47}.62/001",169,"control","EA","yes","","","SP1",0.712,0.712,254,180.848,180.848
"EA62","76240",1771753,899822,"{[St.Euroresa.n].47-[St.Albatros.n].47}.62/001",169,"control","EA","yes","","","SP1",0.664,0.664,209,138.776,138.776
"EA62","76240",1771754,899822,"{[St.Euroresa.n].47-[St.Albatros.n].47}.62/001",169,"control","EA","yes","","","SP1",0.704,0.704,249,175.296,175.296
"EA54","76240",1771755,899814,"{[St.Euroresa.n].47-[St.Albatros.n].47}.54/001",170,"drought stress","EA","","","yes","SP3",0.422,0.422,223,94.106,94.106
"EA54","76240",1771756,899814,"{[St.Euroresa.n].47-[St.Albatros.n].47}.54/001",170,"drought stress","EA","","","yes","SP3",0.286,0.286,246,70.356,70.356
"EA54","76240",1771757,899814,"{[St.Euroresa.n].47-[St.Albatros.n].47}.54/001",170,"drought stress","EA","","","yes","SP3",0.264,0.264,223,58.872,58.872
"EA54","76240",1771758,899814,"{[St.Euroresa.n].47-[St.Albatros.n].47}.54/001",170,"drought stress","EA","","","yes","SP3",0.306,0.306,209,63.954,63.954
"EA54","76240",1771759,899814,"{[St.Euroresa.n].47-[St.Albatros.n].47}.54/001",170,"drought stress","EA","","","yes","SP3",0.244,0.244,229,55.876,55.876
"EA54","76240",1771760,899814,"{[St.Euroresa.n].47-[St.Albatros.n].47}.54/001",170,"drought stress","EA","","","yes","SP3",0.288,0.288,229,65.952,65.952
"EA54","76240",1771761,899814,"{[St.Euroresa.n].47-[St.Albatros.n].47}.54/001",169,"control","EA","","","yes","SP3",0.738,0.738,239,176.382,176.382
"EA54","76240",1771762,899814,"{[St.Euroresa.n].47-[St.Albatros.n].47}.54/001",169,"control","EA","","","yes","SP3",0.854,0.854,235,200.69,200.69
"EA54","76240",1771763,899814,"{[St.Euroresa.n].47-[St.Albatros.n].47}.54/001",169,"control","EA","","","yes","SP3",0.874,0.874,223,194.902,194.902
"EA54","76240",1771764,899814,"{[St.Euroresa.n].47-[St.Albatros.n].47}.54/001",169,"control","EA","","","yes","SP3",0.782,0.782,224,175.168,175.168
"EA54","76240",1771765,899814,"{[St.Euroresa.n].47-[St.Albatros.n].47}.54/001",169,"control","EA","","","yes","SP3",0.68,0.68,236,160.48,160.48
"EA54","76240",1771766,899814,"{[St.Euroresa.n].47-[St.Albatros.n].47}.54/001",169,"control","EA","","","yes","SP3",0.676,0.676,222,150.072,150.072
"EA55","76240",1771767,899815,"{[St.Euroresa.n].47-[St.Albatros.n].47}.55/001",170,"drought stress","EA","yes","","yes","SP1",0.322,0.322,246,79.212,79.212
"EA55","76240",1771768,899815,"{[St.Euroresa.n].47-[St.Albatros.n].47}.55/001",170,"drought stress","EA","yes","","yes","SP1",0.296,0.296,253,74.888,74.888
"EA55","76240",1771769,899815,"{[St.Euroresa.n].47-[St.Albatros.n].47}.55/001",170,"drought stress","EA","yes","","yes","SP1",0.402,0.402,228,91.656,91.656
"EA55","76240",1771770,899815,"{[St.Euroresa.n].47-[St.Albatros.n].47}.55/001",170,"drought stress","EA","yes","","yes","SP1",0.34,0.34,181,61.54,61.54
