"alias","culture","plant_id","line_id","name","treatment","treatment_name","population","SP1","SP2","SP3","SP","tuber_FW_kg_per_plot","tuber_FW_kg_per_plant","starch_g_per_kg","starch_yield_g_per_plant","starch_yield_g_per_plot"
"AR121","76240",1771144,899584,"{[St.Albatros.n].25-[St.Ramses.n].9}.121/001",170,"drought stress","AR","yes","yes","","SP2",0.402,0.402,243,97.686,97.686
"AR121","76240",1771145,899584,"{[St.Albatros.n].25-[St.Ramses.n].9}.121/001",170,"drought stress","AR","yes","yes","","SP2",0.44,0.44,237,104.28,104.28
"AR121","76240",1771146,899584,"{[St.Albatros.n].25-[St.Ramses.n].9}.121/001",170,"drought stress","AR","yes","yes","","SP2",0.298,0.298,256,76.288,76.288
"AR121","76240",1771147,899584,"{[St.Albatros.n].25-[St.Ramses.n].9}.121/001",170,"drought stress","AR","yes","yes","","SP2",0.428,0.428,261,111.708,111.708
"AR121","76240",1771148,899584,"{[St.Albatros.n].25-[St.Ramses.n].9}.121/001",170,"drought stress","AR","yes","yes","","SP2",0.45,0.45,206,92.7,92.7
"AR121","76240",1771149,899584,"{[St.Albatros.n].25-[St.Ramses.n].9}.121/001",169,"control","AR","yes","yes","","SP2",0.756,0.756,213,161.028,161.028
"AR121","76240",1771150,899584,"{[St.Albatros.n].25-[St.Ramses.n].9}.121/001",169,"control","AR","yes","yes","","SP2",0.794,0.794,223,177.062,177.062
"AR121","76240",1771151,899584,"{[St.Albatros.n].25-[St.Ramses.n].9}.121/001",169,"control","AR","yes","yes","","SP2",0.86,0.86,246,211.56,211.56
"AR121","76240",1771152,899584,"{[St.Albatros.n].25-[St.Ramses.n].9}.121/001",169,"control","AR","yes","yes","","SP2",0.782,0.782,217,169.694,169.694
"AR121","76240",1771153,899584,"{[St.Albatros.n].25-[St.Ramses.n].9}.121/001",169,"control","AR","yes","yes","","SP2",0.838,0.838,239,200.282,200.282
"AR121","76240",1771154,899584,"{[St.Albatros.n].25-[St.Ramses.n].9}.121/001",169,"control","AR","yes","yes","","SP2",0.812,0.812,211,171.332,171.332
"AR256","76240",1771155,899719,"{[St.Albatros.n].25-[St.Ramses.n].9}.256/001",170,"drought stress","AR","yes","","","SP1",0.41,0.41,234,95.94,95.94
"AR256","76240",1771156,899719,"{[St.Albatros.n].25-[St.Ramses.n].9}.256/001",170,"drought stress","AR","yes","","","SP1",0.428,0.428,228,97.584,97.584
"AR256","76240",1771157,899719,"{[St.Albatros.n].25-[St.Ramses.n].9}.256/001",170,"drought stress","AR","yes","","","SP1",0.348,0.348,201,69.948,69.948
"AR256","76240",1771158,899719,"{[St.Albatros.n].25-[St.Ramses.n].9}.256/001",170,"drought stress","AR","yes","","","SP1",0.424,0.424,243,103.032,103.032
"AR256","76240",1771159,899719,"{[St.Albatros.n].25-[St.Ramses.n].9}.256/001",170,"drought stress","AR","yes","","","SP1",0.32,0.32,254,81.28,81.28
"AR256","76240",1771160,899719,"{[St.Albatros.n].25-[St.Ramses.n].9}.256/001",170,"drought stress","AR","yes","","","SP1",0.384,0.384,232,89.088,89.088
"AR256","76240",1771161,899719,"{[St.Albatros.n].25-[St.Ramses.n].9}.256/001",169,"control","AR","yes","","","SP1",0.846,0.846,226,191.196,191.196
"AR256","76240",1771162,899719,"{[St.Albatros.n].25-[St.Ramses.n].9}.256/001",169,"control","AR","yes","","","SP1",0.88,0.88,220,193.6,193.6
"AR256","76240",1771163,899719,"{[St.Albatros.n].25-[St.Ramses.n].9}.256/001",169,"control","AR","yes","","","SP1",0.934,0.934,230,214.82,214.82
"AR256","76240",1771164,899719,"{[St.Albatros.n].25-[St.Ramses.n].9}.256/001",169,"control","AR","yes","","","SP1",0.894,0.894,227,202.938,202.938
"AR256","76240",1771165,899719,"{[St.Albatros.n].25-[St.Ramses.n].9}.256/001",169,"control","AR","yes","","","SP1",0.724,0.724,241,174.484,174.484
"AR256","76240",1771166,899719,"{[St.Albatros.n].25-[St.Ramses.n].9}.256/001",169,"control","AR","yes","","","SP1",0.928,0.928,242,224.576,224.576
"AR254","76240",1771167,899717,"{[St.Albatros.n].25-[St.Ramses.n].9}.254/001",170,"drought stress","AR","","yes","","SP2",0.164,0.164,240,39.36,39.36
"AR254","76240",1771168,899717,"{[St.Albatros.n].25-[St.Ramses.n].9}.254/001",170,"drought stress","AR","","yes","","SP2",0.294,0.294,156,45.864,45.864
"AR254","76240",1771169,899717,"{[St.Albatros.n].25-[St.Ramses.n].9}.254/001",170,"drought stress","AR","","yes","","SP2",0.324,0.324,227,73.548,73.548
"AR254","76240",1771170,899717,"{[St.Albatros.n].25-[St.Ramses.n].9}.254/001",170,"drought stress","AR","","yes","","SP2",0.27,0.27,203,54.81,54.81
"AR254","76240",1771171,899717,"{[St.Albatros.n].25-[St.Ramses.n].9}.254/001",170,"drought stress","AR","","yes","","SP2",0.182,0.182,194.333333333333,35.3686666666667,35.3686666666667
"AR254","76240",1771172,899717,"{[St.Albatros.n].25-[St.Ramses.n].9}.254/001",170,"drought stress","AR","","yes","","SP2",0.292,0.292,201,58.692,58.692
"AR254","76240",1771173,899717,"{[St.Albatros.n].25-[St.Ramses.n].9}.254/001",169,"control","AR","","yes","","SP2",0.58,0.58,237,137.46,137.46
"AR254","76240",1771174,899717,"{[St.Albatros.n].25-[St.Ramses.n].9}.254/001",169,"control","AR","","yes","","SP2",0.606,0.606,228,138.168,138.168
"AR254","76240",1771175,899717,"{[St.Albatros.n].25-[St.Ramses.n].9}.254/001",169,"control","AR","","yes","","SP2",0.542,0.542,239,129.538,129.538
"AR254","76240",1771176,899717,"{[St.Albatros.n].25-[St.Ramses.n].9}.254/001",169,"control","AR","","yes","","SP2",0.762,0.762,251,191.262,191.262
"AR254","76240",1771177,899717,"{[St.Albatros.n].25-[St.Ramses.n].9}.254/001",169,"control","AR","","yes","","SP2",0.47,0.47,229,107.63,107.63
"AR254","76240",1771178,899717,"{[St.Albatros.n].25-[St.Ramses.n].9}.254/001",169,"control","AR","","yes","","SP2",0.7,0.7,246,172.2,172.2
"AR133","76240",1771179,899596,"{[St.Albatros.n].25-[St.Ramses.n].9}.133/001",170,"drought stress","AR","yes","","","SP1",0.126,0.126,200.333333333333,25.242,25.242
"AR133","76240",1771180,899596,"{[St.Albatros.n].25-[St.Ramses.n].9}.133/001",170,"drought stress","AR","yes","","","SP1",0.202,0.202,144,29.088,29.088
"AR133","76240",1771181,899596,"{[St.Albatros.n].25-[St.Ramses.n].9}.133/001",170,"drought stress","AR","yes","","","SP1",0.236,0.236,188,44.368,44.368
"AR133","76240",1771182,899596,"{[St.Albatros.n].25-[St.Ramses.n].9}.133/001",170,"drought stress","AR","yes","","","SP1",0.186,0.186,202,37.572,37.572
"AR133","76240",1771183,899596,"{[St.Albatros.n].25-[St.Ramses.n].9}.133/001",170,"drought stress","AR","yes","","","SP1",0.126,0.126,204,25.704,25.704
"AR133","76240",1771184,899596,"{[St.Albatros.n].25-[St.Ramses.n].9}.133/001",170,"drought stress","AR","yes","","","SP1",0.098,0.098,248,24.304,24.304
"AR133","76240",1771185,899596,"{[St.Albatros.n].25-[St.Ramses.n].9}.133/001",169,"control","AR","yes","","","SP1",0.662,0.662,205,135.71,135.71
"AR133","76240",1771186,899596,"{[St.Albatros.n].25-[St.Ramses.n].9}.133/001",169,"control","AR","yes","","","SP1",0.72,0.72,205,147.6,147.6
"AR133","76240",1771187,899596,"{[St.Albatros.n].25-[St.Ramses.n].9}.133/001",169,"control","AR","yes","","","SP1",0.708,0.708,193,136.644,136.644
"AR133","76240",1771188,899596,"{[St.Albatros.n].25-[St.Ramses.n].9}.133/001",169,"control","AR","yes","","","SP1",0.69,0.69,194,133.86,133.86
"AR133","76240",1771189,899596,"{[St.Albatros.n].25-[St.Ramses.n].9}.133/001",169,"control","AR","yes","","","SP1",0.81,0.81,196,158.76,158.76
"AR133","76240",1771190,899596,"{[St.Albatros.n].25-[St.Ramses.n].9}.133/001",169,"control","AR","yes","","","SP1",0.79,0.79,199,157.21,157.21
"EA111","76240",1771191,899871,"{[St.Euroresa.n].47-[St.Albatros.n].47}.111/001",170,"drought stress","EA","","","yes","SP3",0.334,0.334,269,89.846,89.846
"EA111","76240",1771192,899871,"{[St.Euroresa.n].47-[St.Albatros.n].47}.111/001",170,"drought stress","EA","","","yes","SP3",0.35,0.35,267,93.45,93.45
"EA111","76240",1771193,899871,"{[St.Euroresa.n].47-[St.Albatros.n].47}.111/001",170,"drought stress","EA","","","yes","SP3",0.32,0.32,256,81.92,81.92
"EA111","76240",1771194,899871,"{[St.Euroresa.n].47-[St.Albatros.n].47}.111/001",170,"drought stress","EA","","","yes","SP3",0.41,0.41,277,113.57,113.57
"EA111","76240",1771195,899871,"{[St.Euroresa.n].47-[St.Albatros.n].47}.111/001",170,"drought stress","EA","","","yes","SP3",0.338,0.338,263,88.894,88.894
"EA111","76240",1771196,899871,"{[St.Euroresa.n].47-[St.Albatros.n].47}.111/001",170,"drought stress","EA","","","yes","SP3",0.356,0.356,266,94.696,94.696
"EA111","76240",1771197,899871,"{[St.Euroresa.n].47-[St.Albatros.n].47}.111/001",169,"control","EA","","","yes","SP3",0.764,0.764,278,212.392,212.392
"EA111","76240",1771198,899871,"{[St.Euroresa.n].47-[St.Albatros.n].47}.111/001",169,"control","EA","","","yes","SP3",0.666,0.666,257,171.162,171.162
"EA111","76240",1771199,899871,"{[St.Euroresa.n].47-[St.Albatros.n].47}.111/001",169,"control","EA","","","yes","SP3",0.874,0.874,284,248.216,248.216
"EA111","76240",1771200,899871,"{[St.Euroresa.n].47-[St.Albatros.n].47}.111/001",169,"control","EA","","","yes","SP3",0.766,0.766,278,212.948,212.948
"EA111","76240",1771201,899871,"{[St.Euroresa.n].47-[St.Albatros.n].47}.111/001",169,"control","EA","","","yes","SP3",0.71,0.71,282,200.22,200.22
"EA111","76240",1771202,899871,"{[St.Euroresa.n].47-[St.Albatros.n].47}.111/001",169,"control","EA","","","yes","SP3",0.818,0.818,289,236.402,236.402
"EA87","76240",1771203,899847,"{[St.Euroresa.n].47-[St.Albatros.n].47}.87/001",170,"drought stress","EA","","yes","","SP2",0.32,0.32,240,76.8,76.8
"EA87","76240",1771204,899847,"{[St.Euroresa.n].47-[St.Albatros.n].47}.87/001",170,"drought stress","EA","","yes","","SP2",0.318,0.318,214,68.052,68.052
"EA87","76240",1771205,899847,"{[St.Euroresa.n].47-[St.Albatros.n].47}.87/001",170,"drought stress","EA","","yes","","SP2",0.308,0.308,203,62.524,62.524
"EA87","76240",1771206,899847,"{[St.Euroresa.n].47-[St.Albatros.n].47}.87/001",170,"drought stress","EA","","yes","","SP2",0.314,0.314,275,86.35,86.35
"EA87","76240",1771207,899847,"{[St.Euroresa.n].47-[St.Albatros.n].47}.87/001",170,"drought stress","EA","","yes","","SP2",0.214,0.214,348,74.472,74.472
"EA87","76240",1771208,899847,"{[St.Euroresa.n].47-[St.Albatros.n].47}.87/001",170,"drought stress","EA","","yes","","SP2",0.32,0.32,271,86.72,86.72
"EA87","76240",1771209,899847,"{[St.Euroresa.n].47-[St.Albatros.n].47}.87/001",169,"control","EA","","yes","","SP2",0.75,0.75,263,197.25,197.25
"EA87","76240",1771210,899847,"{[St.Euroresa.n].47-[St.Albatros.n].47}.87/001",169,"control","EA","","yes","","SP2",0.622,0.622,250,155.5,155.5
"EA87","76240",1771211,899847,"{[St.Euroresa.n].47-[St.Albatros.n].47}.87/001",169,"control","EA","","yes","","SP2",0.798,0.798,262,209.076,209.076
"EA87","76240",1771212,899847,"{[St.Euroresa.n].47-[St.Albatros.n].47}.87/001",169,"control","EA","","yes","","SP2",0.736,0.736,252,185.472,185.472
"EA87","76240",1771213,899847,"{[St.Euroresa.n].47-[St.Albatros.n].47}.87/001",169,"control","EA","","yes","","SP2",0.83,0.83,257,213.31,213.31
"EA87","76240",1771214,899847,"{[St.Euroresa.n].47-[St.Albatros.n].47}.87/001",169,"control","EA","","yes","","SP2",0.88,0.88,245,215.6,215.6
"EA208","76240",1771215,899968,"{[St.Euroresa.n].47-[St.Albatros.n].47}.208/001",170,"drought stress","EA","yes","","","SP1",0.15,0.15,236.333333333333,35.45,35.45
"EA208","76240",1771216,899968,"{[St.Euroresa.n].47-[St.Albatros.n].47}.208/001",170,"drought stress","EA","yes","","","SP1",0.198,0.198,235,46.53,46.53
"EA208","76240",1771217,899968,"{[St.Euroresa.n].47-[St.Albatros.n].47}.208/001",170,"drought stress","EA","yes","","","SP1",0.12,0.12,264.333333333333,31.72,31.72
"EA208","76240",1771218,899968,"{[St.Euroresa.n].47-[St.Albatros.n].47}.208/001",170,"drought stress","EA","yes","","","SP1",0.1,0.1,232.5,23.25,23.25
"EA208","76240",1771219,899968,"{[St.Euroresa.n].47-[St.Albatros.n].47}.208/001",170,"drought stress","EA","yes","","","SP1",0.296,0.296,228,67.488,67.488
"EA208","76240",1771220,899968,"{[St.Euroresa.n].47-[St.Albatros.n].47}.208/001",170,"drought stress","EA","yes","","","SP1",0.242,0.242,224,54.208,54.208
"EA208","76240",1771221,899968,"{[St.Euroresa.n].47-[St.Albatros.n].47}.208/001",169,"control","EA","yes","","","SP1",0.458,0.458,270,123.66,123.66
"EA208","76240",1771222,899968,"{[St.Euroresa.n].47-[St.Albatros.n].47}.208/001",169,"control","EA","yes","","","SP1",0.45,0.45,257,115.65,115.65
"EA208","76240",1771223,899968,"{[St.Euroresa.n].47-[St.Albatros.n].47}.208/001",169,"control","EA","yes","","","SP1",0.504,0.504,272,137.088,137.088
"EA208","76240",1771224,899968,"{[St.Euroresa.n].47-[St.Albatros.n].47}.208/001",169,"control","EA","yes","","","SP1",0.528,0.528,258,136.224,136.224
"EA208","76240",1771225,899968,"{[St.Euroresa.n].47-[St.Albatros.n].47}.208/001",169,"control","EA","yes","","","SP1",0.526,0.526,247,129.922,129.922
"EA208","76240",1771226,899968,"{[St.Euroresa.n].47-[St.Albatros.n].47}.208/001",169,"control","EA","yes","","","SP1",0.368,0.368,245,90.16,90.16
"AR28","76240",1771227,899491,"{[St.Albatros.n].25-[St.Ramses.n].9}.28/001",170,"drought stress","AR","yes","","","SP1",0.346,0.346,248,85.808,85.808
"AR28","76240",1771228,899491,"{[St.Albatros.n].25-[St.Ramses.n].9}.28/001",170,"drought stress","AR","yes","","","SP1",0.28,0.28,243,68.04,68.04
"AR28","76240",1771229,899491,"{[St.Albatros.n].25-[St.Ramses.n].9}.28/001",170,"drought stress","AR","yes","","","SP1",0.306,0.306,238,72.828,72.828
"AR28","76240",1771230,899491,"{[St.Albatros.n].25-[St.Ramses.n].9}.28/001",170,"drought stress","AR","yes","","","SP1",0.364,0.364,231,84.084,84.084
"AR28","76240",1771231,899491,"{[St.Albatros.n].25-[St.Ramses.n].9}.28/001",170,"drought stress","AR","yes","","","SP1",0.394,0.394,234,92.196,92.196
"AR28","76240",1771232,899491,"{[St.Albatros.n].25-[St.Ramses.n].9}.28/001",170,"drought stress","AR","yes","","","SP1",0.334,0.334,237,79.158,79.158
"AR28","76240",1771233,899491,"{[St.Albatros.n].25-[St.Ramses.n].9}.28/001",169,"control","AR","yes","","","SP1",1.058,1.058,214,226.412,226.412
"AR28","76240",1771234,899491,"{[St.Albatros.n].25-[St.Ramses.n].9}.28/001",169,"control","AR","yes","","","SP1",1.016,1.016,199,202.184,202.184
"AR28","76240",1771235,899491,"{[St.Albatros.n].25-[St.Ramses.n].9}.28/001",169,"control","AR","yes","","","SP1",0.918,0.918,243,223.074,223.074
"AR28","76240",1771236,899491,"{[St.Albatros.n].25-[St.Ramses.n].9}.28/001",169,"control","AR","yes","","","SP1",0.694,0.694,203,140.882,140.882
"AR28","76240",1771237,899491,"{[St.Albatros.n].25-[St.Ramses.n].9}.28/001",169,"control","AR","yes","","","SP1",0.754,0.754,215,162.11,162.11
"AR28","76240",1771238,899491,"{[St.Albatros.n].25-[St.Ramses.n].9}.28/001",169,"control","AR","yes","","","SP1",0.736,0.736,210,154.56,154.56
"EA92","76240",1771239,899852,"{[St.Euroresa.n].47-[St.Albatros.n].47}.92/001",170,"drought stress","EA","","","yes","SP3",0.24,0.24,239,57.36,57.36
"EA92","76240",1771240,899852,"{[St.Euroresa.n].47-[St.Albatros.n].47}.92/001",170,"drought stress","EA","","","yes","SP3",0.188,0.188,255.666666666667,48.0653333333333,48.0653333333333
"EA92","76240",1771241,899852,"{[St.Euroresa.n].47-[St.Albatros.n].47}.92/001",170,"drought stress","EA","","","yes","SP3",0.272,0.272,268,72.896,72.896
"EA92","76240",1771242,899852,"{[St.Euroresa.n].47-[St.Albatros.n].47}.92/001",170,"drought stress","EA","","","yes","SP3",0.346,0.346,260,89.96,89.96
"EA92","76240",1771243,899852,"{[St.Euroresa.n].47-[St.Albatros.n].47}.92/001",170,"drought stress","EA","","","yes","SP3",0.228,0.228,220,50.16,50.16
"EA92","76240",1771244,899852,"{[St.Euroresa.n].47-[St.Albatros.n].47}.92/001",170,"drought stress","EA","","","yes","SP3",0.324,0.324,224,72.576,72.576
"EA92","76240",1771245,899852,"{[St.Euroresa.n].47-[St.Albatros.n].47}.92/001",169,"control","EA","","","yes","SP3",0.562,0.562,266,149.492,149.492
"EA92","76240",1771246,899852,"{[St.Euroresa.n].47-[St.Albatros.n].47}.92/001",169,"control","EA","","","yes","SP3",0.712,0.712,265,188.68,188.68
"EA92","76240",1771247,899852,"{[St.Euroresa.n].47-[St.Albatros.n].47}.92/001",169,"control","EA","","","yes","SP3",0.64,0.64,268,171.52,171.52
"EA92","76240",1771248,899852,"{[St.Euroresa.n].47-[St.Albatros.n].47}.92/001",169,"control","EA","","","yes","SP3",0.634,0.634,272,172.448,172.448
"EA92","76240",1771249,899852,"{[St.Euroresa.n].47-[St.Albatros.n].47}.92/001",169,"control","EA","","","yes","SP3",0.52,0.52,269,139.88,139.88
"EA92","76240",1771250,899852,"{[St.Euroresa.n].47-[St.Albatros.n].47}.92/001",169,"control","EA","","","yes","SP3",0.482,0.482,259,124.838,124.838
"AR269","76240",1771251,899732,"{[St.Albatros.n].25-[St.Ramses.n].9}.269/001",170,"drought stress","AR","","yes","","SP2",0.42,0.42,222,93.24,93.24
"AR269","76240",1771252,899732,"{[St.Albatros.n].25-[St.Ramses.n].9}.269/001",170,"drought stress","AR","","yes","","SP2",0.388,0.388,211,81.868,81.868
"AR269","76240",1771253,899732,"{[St.Albatros.n].25-[St.Ramses.n].9}.269/001",170,"drought stress","AR","","yes","","SP2",0.436,0.436,200,87.2,87.2
"AR269","76240",1771254,899732,"{[St.Albatros.n].25-[St.Ramses.n].9}.269/001",170,"drought stress","AR","","yes","","SP2",0.436,0.436,220,95.92,95.92
"AR269","76240",1771255,899732,"{[St.Albatros.n].25-[St.Ramses.n].9}.269/001",170,"drought stress","AR","","yes","","SP2",0.442,0.442,230,101.66,101.66
"AR269","76240",1771256,899732,"{[St.Albatros.n].25-[St.Ramses.n].9}.269/001",170,"drought stress","AR","","yes","","SP2",0.44,0.44,234,102.96,102.96
"AR269","76240",1771257,899732,"{[St.Albatros.n].25-[St.Ramses.n].9}.269/001",169,"control","AR","","yes","","SP2",0.682,0.682,231,157.542,157.542
"AR269","76240",1771258,899732,"{[St.Albatros.n].25-[St.Ramses.n].9}.269/001",169,"control","AR","","yes","","SP2",0.65,0.65,210,136.5,136.5
"AR269","76240",1771259,899732,"{[St.Albatros.n].25-[St.Ramses.n].9}.269/001",169,"control","AR","","yes","","SP2",0.864,0.864,245,211.68,211.68
"AR269","76240",1771260,899732,"{[St.Albatros.n].25-[St.Ramses.n].9}.269/001",169,"control","AR","","yes","","SP2",0.95,0.95,237,225.15,225.15
"AR269","76240",1771261,899732,"{[St.Albatros.n].25-[St.Ramses.n].9}.269/001",169,"control","AR","","yes","","SP2",0.752,0.752,209,157.168,157.168
"AR269","76240",1771262,899732,"{[St.Albatros.n].25-[St.Ramses.n].9}.269/001",169,"control","AR","","yes","","SP2",0.752,0.752,233,175.216,175.216
"AR21","76240",1771263,899484,"{[St.Albatros.n].25-[St.Ramses.n].9}.21/001",170,"drought stress","AR","yes","","","SP1",0.16,0.16,262.333333333333,41.9733333333333,41.9733333333333
"AR21","76240",1771264,899484,"{[St.Albatros.n].25-[St.Ramses.n].9}.21/001",170,"drought stress","AR","yes","","","SP1",0.17,0.17,236.666666666667,40.2333333333333,40.2333333333333
"AR21","76240",1771265,899484,"{[St.Albatros.n].25-[St.Ramses.n].9}.21/001",170,"drought stress","AR","yes","","","SP1",0.202,0.202,213.666666666667,43.1606666666667,43.1606666666667
"AR21","76240",1771266,899484,"{[St.Albatros.n].25-[St.Ramses.n].9}.21/001",170,"drought stress","AR","yes","","","SP1",0.252,0.252,244,61.488,61.488
"AR21","76240",1771267,899484,"{[St.Albatros.n].25-[St.Ramses.n].9}.21/001",170,"drought stress","AR","yes","","","SP1",0.244,0.244,229,55.876,55.876
"AR21","76240",1771268,899484,"{[St.Albatros.n].25-[St.Ramses.n].9}.21/001",170,"drought stress","AR","yes","","","SP1",0.27,0.27,249,67.23,67.23
"AR21","76240",1771269,899484,"{[St.Albatros.n].25-[St.Ramses.n].9}.21/001",169,"control","AR","yes","","","SP1",0.444,0.444,220,97.68,97.68
"AR21","76240",1771270,899484,"{[St.Albatros.n].25-[St.Ramses.n].9}.21/001",169,"control","AR","yes","","","SP1",0.792,0.792,256,202.752,202.752
"AR21","76240",1771271,899484,"{[St.Albatros.n].25-[St.Ramses.n].9}.21/001",169,"control","AR","yes","","","SP1",0.574,0.574,218,125.132,125.132
"AR21","76240",1771272,899484,"{[St.Albatros.n].25-[St.Ramses.n].9}.21/001",169,"control","AR","yes","","","SP1",0.658,0.658,249,163.842,163.842
"AR21","76240",1771273,899484,"{[St.Albatros.n].25-[St.Ramses.n].9}.21/001",169,"control","AR","yes","","","SP1",0.716,0.716,242,173.272,173.272
"AR21","76240",1771274,899484,"{[St.Albatros.n].25-[St.Ramses.n].9}.21/001",169,"control","AR","yes","","","SP1",0.654,0.654,223,145.842,145.842
"EA131","76240",1771275,899891,"{[St.Euroresa.n].47-[St.Albatros.n].47}.131/001",170,"drought stress","EA","yes","","yes","SP1",0.554,0.554,208,115.232,115.232
"EA131","76240",1771276,899891,"{[St.Euroresa.n].47-[St.Albatros.n].47}.131/001",170,"drought stress","EA","yes","","yes","SP1",0.506,0.506,228,115.368,115.368
"EA131","76240",1771277,899891,"{[St.Euroresa.n].47-[St.Albatros.n].47}.131/001",170,"drought stress","EA","yes","","yes","SP1",0.528,0.528,208,109.824,109.824
"EA131","76240",1771278,899891,"{[St.Euroresa.n].47-[St.Albatros.n].47}.131/001",170,"drought stress","EA","yes","","yes","SP1",0.548,0.548,221,121.108,121.108
"EA131","76240",1771279,899891,"{[St.Euroresa.n].47-[St.Albatros.n].47}.131/001",170,"drought stress","EA","yes","","yes","SP1",0.512,0.512,214,109.568,109.568
"EA131","76240",1771280,899891,"{[St.Euroresa.n].47-[St.Albatros.n].47}.131/001",170,"drought stress","EA","yes","","yes","SP1",0.528,0.528,218,115.104,115.104
"EA131","76240",1771281,899891,"{[St.Euroresa.n].47-[St.Albatros.n].47}.131/001",169,"control","EA","yes","","yes","SP1",0.874,0.874,230,201.02,201.02
"EA131","76240",1771282,899891,"{[St.Euroresa.n].47-[St.Albatros.n].47}.131/001",169,"control","EA","yes","","yes","SP1",0.85,0.85,225,191.25,191.25
