"alias","culture","plant_id","line_id","name","treatment","treatment_name","population","SP1","SP2","SP3","SP","tuber_FW_kg_per_plot","tuber_FW_kg_per_plant","starch_g_per_kg","starch_yield_g_per_plant","starch_yield_g_per_plot"
"EA54","67199",1494728,899814,"{[St.Euroresa.n].47-[St.Albatros.n].47}.54/001",170,"drought stress","EA","","","yes","SP3",0.16,0.16,205,32.8,32.8
"EA54","67199",1494729,899814,"{[St.Euroresa.n].47-[St.Albatros.n].47}.54/001",170,"drought stress","EA","","","yes","SP3",0.082,0.082,217.666666666667,17.8486666666667,17.8486666666667
"EA54","67199",1494731,899814,"{[St.Euroresa.n].47-[St.Albatros.n].47}.54/001",169,"control","EA","","","yes","SP3",0.554,0.554,176,97.504,97.504
"EA55","67199",1494732,899815,"{[St.Euroresa.n].47-[St.Albatros.n].47}.55/001",169,"control","EA","yes","","yes","SP1",0.7,0.7,233,163.1,163.1
"EA55","67199",1494733,899815,"{[St.Euroresa.n].47-[St.Albatros.n].47}.55/001",170,"drought stress","EA","yes","","yes","SP1",0.38,0.38,203,77.14,77.14
"EA55","67199",1494734,899815,"{[St.Euroresa.n].47-[St.Albatros.n].47}.55/001",170,"drought stress","EA","yes","","yes","SP1",0.932,0.932,188,175.216,175.216
"EA55","67199",1494735,899815,"{[St.Euroresa.n].47-[St.Albatros.n].47}.55/001",170,"drought stress","EA","yes","","yes","SP1",0.234,0.234,148,34.632,34.632
"EA55","67199",1494736,899815,"{[St.Euroresa.n].47-[St.Albatros.n].47}.55/001",169,"control","EA","yes","","yes","SP1",0.26,0.26,226,58.76,58.76
"EA55","67199",1494737,899815,"{[St.Euroresa.n].47-[St.Albatros.n].47}.55/001",169,"control","EA","yes","","yes","SP1",1.118,1.118,197,220.246,220.246
"EA57","67199",1494739,899817,"{[St.Euroresa.n].47-[St.Albatros.n].47}.57/001",170,"drought stress",NA,NA,NA,NA,NA,0.642,0.642,208,133.536,133.536
"EA57","67199",1494740,899817,"{[St.Euroresa.n].47-[St.Albatros.n].47}.57/001",170,"drought stress",NA,NA,NA,NA,NA,0.69,0.69,289,199.41,199.41
"EA57","67199",1494741,899817,"{[St.Euroresa.n].47-[St.Albatros.n].47}.57/001",170,"drought stress",NA,NA,NA,NA,NA,0.646,0.646,178,114.988,114.988
"EA57","67199",1494742,899817,"{[St.Euroresa.n].47-[St.Albatros.n].47}.57/001",169,"control",NA,NA,NA,NA,NA,0.658,0.658,207,136.206,136.206
"EA57","67199",1494743,899817,"{[St.Euroresa.n].47-[St.Albatros.n].47}.57/001",169,"control",NA,NA,NA,NA,NA,0.242,0.242,153,37.026,37.026
"EA59","67199",1494745,899819,"{[St.Euroresa.n].47-[St.Albatros.n].47}.59/001",170,"drought stress",NA,NA,NA,NA,NA,0.146,0.146,207,30.222,30.222
"EA59","67199",1494746,899819,"{[St.Euroresa.n].47-[St.Albatros.n].47}.59/001",170,"drought stress",NA,NA,NA,NA,NA,0.052,0.052,186.333333333333,9.68933333333333,9.68933333333333
"EA59","67199",1494747,899819,"{[St.Euroresa.n].47-[St.Albatros.n].47}.59/001",170,"drought stress",NA,NA,NA,NA,NA,0,0,0,0,0
"EA59","67199",1494748,899819,"{[St.Euroresa.n].47-[St.Albatros.n].47}.59/001",169,"control",NA,NA,NA,NA,NA,0.218,0.218,194,42.292,42.292
"EA62","67199",1494750,899822,"{[St.Euroresa.n].47-[St.Albatros.n].47}.62/001",170,"drought stress","EA","yes","","","SP1",0.456,0.456,224,102.144,102.144
"EA62","67199",1494751,899822,"{[St.Euroresa.n].47-[St.Albatros.n].47}.62/001",169,"control","EA","yes","","","SP1",0.77,0.77,257,197.89,197.89
"EA62","67199",1494752,899822,"{[St.Euroresa.n].47-[St.Albatros.n].47}.62/001",170,"drought stress","EA","yes","","","SP1",0.354,0.354,282,99.828,99.828
"EA62","67199",1494753,899822,"{[St.Euroresa.n].47-[St.Albatros.n].47}.62/001",170,"drought stress","EA","yes","","","SP1",0.264,0.264,294,77.616,77.616
"EA62","67199",1494754,899822,"{[St.Euroresa.n].47-[St.Albatros.n].47}.62/001",169,"control","EA","yes","","","SP1",0.532,0.532,259,137.788,137.788
"EA62","67199",1494755,899822,"{[St.Euroresa.n].47-[St.Albatros.n].47}.62/001",169,"control","EA","yes","","","SP1",0.278,0.278,153,42.534,42.534
"EA64","67199",1494756,899824,"{[St.Euroresa.n].47-[St.Albatros.n].47}.64/001",169,"control",NA,NA,NA,NA,NA,0.578,0.578,225,130.05,130.05
"EA64","67199",1494757,899824,"{[St.Euroresa.n].47-[St.Albatros.n].47}.64/001",169,"control",NA,NA,NA,NA,NA,0.884,0.884,233,205.972,205.972
"EA64","67199",1494758,899824,"{[St.Euroresa.n].47-[St.Albatros.n].47}.64/001",170,"drought stress",NA,NA,NA,NA,NA,0.552,0.552,223,123.096,123.096
"EA64","67199",1494759,899824,"{[St.Euroresa.n].47-[St.Albatros.n].47}.64/001",170,"drought stress",NA,NA,NA,NA,NA,0.586,0.586,175,102.55,102.55
"EA64","67199",1494760,899824,"{[St.Euroresa.n].47-[St.Albatros.n].47}.64/001",170,"drought stress",NA,NA,NA,NA,NA,0,0,0,0,0
"EA64","67199",1494761,899824,"{[St.Euroresa.n].47-[St.Albatros.n].47}.64/001",169,"control",NA,NA,NA,NA,NA,0.614,0.614,242,148.588,148.588
"EA66","67199",1494762,899826,"{[St.Euroresa.n].47-[St.Albatros.n].47}.66/001",169,"control",NA,NA,NA,NA,NA,1.184,1.184,229,271.136,271.136
"EA66","67199",1494763,899826,"{[St.Euroresa.n].47-[St.Albatros.n].47}.66/001",170,"drought stress",NA,NA,NA,NA,NA,0.386,0.386,250,96.5,96.5
"EA66","67199",1494764,899826,"{[St.Euroresa.n].47-[St.Albatros.n].47}.66/001",169,"control",NA,NA,NA,NA,NA,0.484,0.484,193,93.412,93.412
"EA66","67199",1494765,899826,"{[St.Euroresa.n].47-[St.Albatros.n].47}.66/001",169,"control",NA,NA,NA,NA,NA,0.53,0.53,235,124.55,124.55
"EA66","67199",1494766,899826,"{[St.Euroresa.n].47-[St.Albatros.n].47}.66/001",170,"drought stress",NA,NA,NA,NA,NA,0.476,0.476,225,107.1,107.1
"EA66","67199",1494767,899826,"{[St.Euroresa.n].47-[St.Albatros.n].47}.66/001",170,"drought stress",NA,NA,NA,NA,NA,0.314,0.314,223,70.022,70.022
"EA71","67199",1494775,899831,"{[St.Euroresa.n].47-[St.Albatros.n].47}.71/001",170,"drought stress","EA","","","yes","SP3",0.612,0.612,176,107.712,107.712
"EA71","67199",1494777,899831,"{[St.Euroresa.n].47-[St.Albatros.n].47}.71/001",169,"control","EA","","","yes","SP3",0.648,0.648,204,132.192,132.192
"EA71","67199",1494778,899831,"{[St.Euroresa.n].47-[St.Albatros.n].47}.71/001",169,"control","EA","","","yes","SP3",0.738,0.738,235,173.43,173.43
"EA71","67199",1494779,899831,"{[St.Euroresa.n].47-[St.Albatros.n].47}.71/001",169,"control","EA","","","yes","SP3",0.584,0.584,208,121.472,121.472
"EA72","67199",1494780,899832,"{[St.Euroresa.n].47-[St.Albatros.n].47}.72/001",169,"control",NA,NA,NA,NA,NA,0.404,0.404,204,82.416,82.416
"EA72","67199",1494781,899832,"{[St.Euroresa.n].47-[St.Albatros.n].47}.72/001",169,"control",NA,NA,NA,NA,NA,0.69,0.69,240,165.6,165.6
"EA72","67199",1494782,899832,"{[St.Euroresa.n].47-[St.Albatros.n].47}.72/001",169,"control",NA,NA,NA,NA,NA,0,0,0,0,0
"EA72","67199",1494784,899832,"{[St.Euroresa.n].47-[St.Albatros.n].47}.72/001",170,"drought stress",NA,NA,NA,NA,NA,0.274,0.274,215,58.91,58.91
"EA72","67199",1494785,899832,"{[St.Euroresa.n].47-[St.Albatros.n].47}.72/001",170,"drought stress",NA,NA,NA,NA,NA,0.244,0.244,198,48.312,48.312
"EA74","67199",1494792,899834,"{[St.Euroresa.n].47-[St.Albatros.n].47}.74/001",169,"control","EA","","yes","","SP2",0.804,0.804,220,176.88,176.88
"EA74","67199",1494793,899834,"{[St.Euroresa.n].47-[St.Albatros.n].47}.74/001",169,"control","EA","","yes","","SP2",0.802,0.802,233,186.866,186.866
"EA74","67199",1494794,899834,"{[St.Euroresa.n].47-[St.Albatros.n].47}.74/001",169,"control","EA","","yes","","SP2",1.128,1.128,216,243.648,243.648
"EA74","67199",1494796,899834,"{[St.Euroresa.n].47-[St.Albatros.n].47}.74/001",170,"drought stress","EA","","yes","","SP2",0.466,0.466,212,98.792,98.792
"EA74","67199",1494797,899834,"{[St.Euroresa.n].47-[St.Albatros.n].47}.74/001",170,"drought stress","EA","","yes","","SP2",0,0,NA,NA,NA
"EA75","67199",1494798,899835,"{[St.Euroresa.n].47-[St.Albatros.n].47}.75/001",169,"control",NA,NA,NA,NA,NA,0.24,0.24,226,54.24,54.24
"EA75","67199",1494799,899835,"{[St.Euroresa.n].47-[St.Albatros.n].47}.75/001",169,"control",NA,NA,NA,NA,NA,0.428,0.428,232,99.296,99.296
"EA75","67199",1494800,899835,"{[St.Euroresa.n].47-[St.Albatros.n].47}.75/001",169,"control",NA,NA,NA,NA,NA,0.43,0.43,243,104.49,104.49
"EA75","67199",1494801,899835,"{[St.Euroresa.n].47-[St.Albatros.n].47}.75/001",170,"drought stress",NA,NA,NA,NA,NA,0.148,0.148,199.333333333333,29.5013333333333,29.5013333333333
"EA75","67199",1494802,899835,"{[St.Euroresa.n].47-[St.Albatros.n].47}.75/001",170,"drought stress",NA,NA,NA,NA,NA,0.116,0.116,222,25.752,25.752
"EA75","67199",1494803,899835,"{[St.Euroresa.n].47-[St.Albatros.n].47}.75/001",170,"drought stress",NA,NA,NA,NA,NA,0.01,0.01,0,0,0
"EA78","67199",1494804,899838,"{[St.Euroresa.n].47-[St.Albatros.n].47}.78/001",170,"drought stress",NA,NA,NA,NA,NA,0.214,0.214,254,54.356,54.356
"EA78","67199",1494805,899838,"{[St.Euroresa.n].47-[St.Albatros.n].47}.78/001",169,"control",NA,NA,NA,NA,NA,0.61,0.61,208,126.88,126.88
"EA78","67199",1494807,899838,"{[St.Euroresa.n].47-[St.Albatros.n].47}.78/001",170,"drought stress",NA,NA,NA,NA,NA,0.706,0.706,176,124.256,124.256
"EA78","67199",1494808,899838,"{[St.Euroresa.n].47-[St.Albatros.n].47}.78/001",169,"control",NA,NA,NA,NA,NA,0.658,0.658,244,160.552,160.552
"EA78","67199",1494809,899838,"{[St.Euroresa.n].47-[St.Albatros.n].47}.78/001",170,"drought stress",NA,NA,NA,NA,NA,0.632,0.632,203,128.296,128.296
"EA79","67199",1494810,899839,"{[St.Euroresa.n].47-[St.Albatros.n].47}.79/001",170,"drought stress",NA,NA,NA,NA,NA,0.294,0.294,161,47.334,47.334
"EA79","67199",1494812,899839,"{[St.Euroresa.n].47-[St.Albatros.n].47}.79/001",169,"control",NA,NA,NA,NA,NA,0.876,0.876,218,190.968,190.968
"EA79","67199",1494813,899839,"{[St.Euroresa.n].47-[St.Albatros.n].47}.79/001",169,"control",NA,NA,NA,NA,NA,0.676,0.676,197,133.172,133.172
"EA85","67199",1494816,899845,"{[St.Euroresa.n].47-[St.Albatros.n].47}.85/001",169,"control",NA,NA,NA,NA,NA,0.25,0.25,188,47,47
"EA85","67199",1494817,899845,"{[St.Euroresa.n].47-[St.Albatros.n].47}.85/001",169,"control",NA,NA,NA,NA,NA,0.062,0.062,214.666666666667,13.3093333333333,13.3093333333333
"EA85","67199",1494818,899845,"{[St.Euroresa.n].47-[St.Albatros.n].47}.85/001",169,"control",NA,NA,NA,NA,NA,0.252,0.252,221,55.692,55.692
"EA85","67199",1494819,899845,"{[St.Euroresa.n].47-[St.Albatros.n].47}.85/001",170,"drought stress",NA,NA,NA,NA,NA,0.014,0.014,0,0,0
"EA85","67199",1494821,899845,"{[St.Euroresa.n].47-[St.Albatros.n].47}.85/001",170,"drought stress",NA,NA,NA,NA,NA,0,0,0,0,0
"EA87","67199",1494822,899847,"{[St.Euroresa.n].47-[St.Albatros.n].47}.87/001",169,"control","EA","","yes","","SP2",0.73,0.73,230,167.9,167.9
"EA87","67199",1494823,899847,"{[St.Euroresa.n].47-[St.Albatros.n].47}.87/001",169,"control","EA","","yes","","SP2",0.692,0.692,243,168.156,168.156
"EA87","67199",1494824,899847,"{[St.Euroresa.n].47-[St.Albatros.n].47}.87/001",169,"control","EA","","yes","","SP2",0.752,0.752,228,171.456,171.456
"EA87","67199",1494825,899847,"{[St.Euroresa.n].47-[St.Albatros.n].47}.87/001",170,"drought stress","EA","","yes","","SP2",0.248,0.248,274,67.952,67.952
"EA87","67199",1494826,899847,"{[St.Euroresa.n].47-[St.Albatros.n].47}.87/001",170,"drought stress","EA","","yes","","SP2",0.476,0.476,222,105.672,105.672
"EA87","67199",1494827,899847,"{[St.Euroresa.n].47-[St.Albatros.n].47}.87/001",170,"drought stress","EA","","yes","","SP2",0.328,0.328,282,92.496,92.496
"EA92","67199",1494834,899852,"{[St.Euroresa.n].47-[St.Albatros.n].47}.92/001",169,"control","EA","","","yes","SP3",0.888,0.888,220,195.36,195.36
"EA92","67199",1494835,899852,"{[St.Euroresa.n].47-[St.Albatros.n].47}.92/001",169,"control","EA","","","yes","SP3",0.26,0.26,276,71.76,71.76
"EA92","67199",1494836,899852,"{[St.Euroresa.n].47-[St.Albatros.n].47}.92/001",169,"control","EA","","","yes","SP3",0.4,0.4,230,92,92
"EA92","67199",1494837,899852,"{[St.Euroresa.n].47-[St.Albatros.n].47}.92/001",170,"drought stress","EA","","","yes","SP3",0.518,0.518,277,143.486,143.486
"EA92","67199",1494839,899852,"{[St.Euroresa.n].47-[St.Albatros.n].47}.92/001",170,"drought stress","EA","","","yes","SP3",0.17,0.17,225.5,38.335,38.335
"EA111","67199",1494888,899871,"{[St.Euroresa.n].47-[St.Albatros.n].47}.111/001",169,"control","EA","","","yes","SP3",0.876,0.876,246,215.496,215.496
"EA111","67199",1494889,899871,"{[St.Euroresa.n].47-[St.Albatros.n].47}.111/001",169,"control","EA","","","yes","SP3",0.506,0.506,274,138.644,138.644
"EA111","67199",1494890,899871,"{[St.Euroresa.n].47-[St.Albatros.n].47}.111/001",169,"control","EA","","","yes","SP3",0.322,0.322,231,74.382,74.382
"EA111","67199",1494891,899871,"{[St.Euroresa.n].47-[St.Albatros.n].47}.111/001",170,"drought stress","EA","","","yes","SP3",0.212,0.212,245.333333333333,52.0106666666667,52.0106666666667
"EA111","67199",1494892,899871,"{[St.Euroresa.n].47-[St.Albatros.n].47}.111/001",170,"drought stress","EA","","","yes","SP3",0.504,0.504,253,127.512,127.512
"EA111","67199",1494893,899871,"{[St.Euroresa.n].47-[St.Albatros.n].47}.111/001",170,"drought stress","EA","","","yes","SP3",0.27,0.27,230,62.1,62.1
"EA112","67199",1494894,899872,"{[St.Euroresa.n].47-[St.Albatros.n].47}.112/001",169,"control","EA","","","yes","SP3",0.656,0.656,280,183.68,183.68
"EA112","67199",1494895,899872,"{[St.Euroresa.n].47-[St.Albatros.n].47}.112/001",169,"control","EA","","","yes","SP3",0.886,0.886,259,229.474,229.474
"EA112","67199",1494896,899872,"{[St.Euroresa.n].47-[St.Albatros.n].47}.112/001",169,"control","EA","","","yes","SP3",0.674,0.674,259,174.566,174.566
"EA112","67199",1494897,899872,"{[St.Euroresa.n].47-[St.Albatros.n].47}.112/001",170,"drought stress","EA","","","yes","SP3",0.136,0.136,259,35.224,35.224
"EA112","67199",1494898,899872,"{[St.Euroresa.n].47-[St.Albatros.n].47}.112/001",170,"drought stress","EA","","","yes","SP3",0.31,0.31,238,73.78,73.78
"EA112","67199",1494899,899872,"{[St.Euroresa.n].47-[St.Albatros.n].47}.112/001",170,"drought stress","EA","","","yes","SP3",0.198,0.198,262.666666666667,52.008,52.008
"EA113","67199",1494900,899873,"{[St.Euroresa.n].47-[St.Albatros.n].47}.113/001",170,"drought stress",NA,NA,NA,NA,NA,0.16,0.16,227,36.32,36.32
"EA113","67199",1494902,899873,"{[St.Euroresa.n].47-[St.Albatros.n].47}.113/001",169,"control",NA,NA,NA,NA,NA,0.494,0.494,235,116.09,116.09
"EA113","67199",1494903,899873,"{[St.Euroresa.n].47-[St.Albatros.n].47}.113/001",169,"control",NA,NA,NA,NA,NA,0.464,0.464,184,85.376,85.376
"EA113","67199",1494904,899873,"{[St.Euroresa.n].47-[St.Albatros.n].47}.113/001",170,"drought stress",NA,NA,NA,NA,NA,0.534,0.534,225,120.15,120.15
"EA113","67199",1494905,899873,"{[St.Euroresa.n].47-[St.Albatros.n].47}.113/001",170,"drought stress",NA,NA,NA,NA,NA,0.322,0.322,227,73.094,73.094
"EA121","67199",1494912,899881,"{[St.Euroresa.n].47-[St.Albatros.n].47}.121/001",169,"control",NA,NA,NA,NA,NA,0.31,0.31,226,70.06,70.06
"EA121","67199",1494913,899881,"{[St.Euroresa.n].47-[St.Albatros.n].47}.121/001",169,"control",NA,NA,NA,NA,NA,0.224,0.224,224,50.176,50.176
"EA121","67199",1494914,899881,"{[St.Euroresa.n].47-[St.Albatros.n].47}.121/001",169,"control",NA,NA,NA,NA,NA,0.122,0.122,90.3333333333333,11.0206666666667,11.0206666666667
"EA121","67199",1494915,899881,"{[St.Euroresa.n].47-[St.Albatros.n].47}.121/001",170,"drought stress",NA,NA,NA,NA,NA,0.092,0.092,235,21.62,21.62
"EA121","67199",1494916,899881,"{[St.Euroresa.n].47-[St.Albatros.n].47}.121/001",170,"drought stress",NA,NA,NA,NA,NA,0.2,0.2,231,46.2,46.2
"EA121","67199",1494917,899881,"{[St.Euroresa.n].47-[St.Albatros.n].47}.121/001",170,"drought stress",NA,NA,NA,NA,NA,0.168,0.168,207,34.776,34.776
"EA125","67199",1494918,899885,"{[St.Euroresa.n].47-[St.Albatros.n].47}.125/001",170,"drought stress",NA,NA,NA,NA,NA,0.204,0.204,249,50.796,50.796
"EA125","67199",1494919,899885,"{[St.Euroresa.n].47-[St.Albatros.n].47}.125/001",170,"drought stress",NA,NA,NA,NA,NA,0.154,0.154,227,34.958,34.958
"EA125","67199",1494920,899885,"{[St.Euroresa.n].47-[St.Albatros.n].47}.125/001",169,"control",NA,NA,NA,NA,NA,0.33,0.33,245,80.85,80.85
"EA125","67199",1494921,899885,"{[St.Euroresa.n].47-[St.Albatros.n].47}.125/001",169,"control",NA,NA,NA,NA,NA,0.724,0.724,192,139.008,139.008
"EA125","67199",1494922,899885,"{[St.Euroresa.n].47-[St.Albatros.n].47}.125/001",169,"control",NA,NA,NA,NA,NA,0.476,0.476,187,89.012,89.012
"EA125","67199",1494923,899885,"{[St.Euroresa.n].47-[St.Albatros.n].47}.125/001",170,"drought stress",NA,NA,NA,NA,NA,0.314,0.314,196,61.544,61.544
"EA127","67199",1494924,899887,"{[St.Euroresa.n].47-[St.Albatros.n].47}.127/001",169,"control",NA,NA,NA,NA,NA,0.68,0.68,268,182.24,182.24
"EA127","67199",1494925,899887,"{[St.Euroresa.n].47-[St.Albatros.n].47}.127/001",170,"drought stress",NA,NA,NA,NA,NA,0.308,0.308,188,57.904,57.904
"EA127","67199",1494926,899887,"{[St.Euroresa.n].47-[St.Albatros.n].47}.127/001",169,"control",NA,NA,NA,NA,NA,0.838,0.838,256,214.528,214.528
"EA127","67199",1494927,899887,"{[St.Euroresa.n].47-[St.Albatros.n].47}.127/001",170,"drought stress",NA,NA,NA,NA,NA,0.704,0.704,245,172.48,172.48
"EA127","67199",1494928,899887,"{[St.Euroresa.n].47-[St.Albatros.n].47}.127/001",170,"drought stress",NA,NA,NA,NA,NA,0.302,0.302,289,87.278,87.278
"EA127","67199",1494929,899887,"{[St.Euroresa.n].47-[St.Albatros.n].47}.127/001",169,"control",NA,NA,NA,NA,NA,0.97,0.97,241,233.77,233.77
"EA130","67199",1494930,899890,"{[St.Euroresa.n].47-[St.Albatros.n].47}.130/001",170,"drought stress",NA,NA,NA,NA,NA,0.014,0.014,0,0,0
"EA130","67199",1494933,899890,"{[St.Euroresa.n].47-[St.Albatros.n].47}.130/001",169,"control",NA,NA,NA,NA,NA,0.034,0.034,133.666666666667,4.54466666666667,4.54466666666667
"EA130","67199",1494934,899890,"{[St.Euroresa.n].47-[St.Albatros.n].47}.130/001",169,"control",NA,NA,NA,NA,NA,0.382,0.382,218,83.276,83.276
"EA130","67199",1494935,899890,"{[St.Euroresa.n].47-[St.Albatros.n].47}.130/001",169,"control",NA,NA,NA,NA,NA,0.382,0.382,204,77.928,77.928
"EA131","67199",1494936,899891,"{[St.Euroresa.n].47-[St.Albatros.n].47}.131/001",169,"control","EA","yes","","yes","SP1",0.876,0.876,188,164.688,164.688
"EA131","67199",1494937,899891,"{[St.Euroresa.n].47-[St.Albatros.n].47}.131/001",169,"control","EA","yes","","yes","SP1",0.734,0.734,226,165.884,165.884
"EA131","67199",1494938,899891,"{[St.Euroresa.n].47-[St.Albatros.n].47}.131/001",169,"control","EA","yes","","yes","SP1",0.738,0.738,179,132.102,132.102
"EA131","67199",1494939,899891,"{[St.Euroresa.n].47-[St.Albatros.n].47}.131/001",170,"drought stress","EA","yes","","yes","SP1",0.952,0.952,181,172.312,172.312
"EA131","67199",1494940,899891,"{[St.Euroresa.n].47-[St.Albatros.n].47}.131/001",170,"drought stress","EA","yes","","yes","SP1",0.788,0.788,203,159.964,159.964
"EA131","67199",1494941,899891,"{[St.Euroresa.n].47-[St.Albatros.n].47}.131/001",170,"drought stress","EA","yes","","yes","SP1",0.466,0.466,185,86.21,86.21
"EA132","67199",1494942,899892,"{[St.Euroresa.n].47-[St.Albatros.n].47}.132/001",169,"control",NA,NA,NA,NA,NA,0.408,0.408,185,75.48,75.48
"EA132","67199",1494943,899892,"{[St.Euroresa.n].47-[St.Albatros.n].47}.132/001",170,"drought stress",NA,NA,NA,NA,NA,0.482,0.482,198,95.436,95.436
"EA132","67199",1494945,899892,"{[St.Euroresa.n].47-[St.Albatros.n].47}.132/001",170,"drought stress",NA,NA,NA,NA,NA,0.584,0.584,211,123.224,123.224
"EA132","67199",1494946,899892,"{[St.Euroresa.n].47-[St.Albatros.n].47}.132/001",169,"control",NA,NA,NA,NA,NA,0.024,0.024,62.3333333333333,1.496,1.496
"EA132","67199",1494947,899892,"{[St.Euroresa.n].47-[St.Albatros.n].47}.132/001",169,"control",NA,NA,NA,NA,NA,0.342,0.342,230,78.66,78.66
"EA133","67199",1494948,899893,"{[St.Euroresa.n].47-[St.Albatros.n].47}.133/001",169,"control",NA,NA,NA,NA,NA,0.668,0.668,203,135.604,135.604
"EA133","67199",1494949,899893,"{[St.Euroresa.n].47-[St.Albatros.n].47}.133/001",169,"control",NA,NA,NA,NA,NA,0.894,0.894,256,228.864,228.864
"EA133","67199",1494950,899893,"{[St.Euroresa.n].47-[St.Albatros.n].47}.133/001",169,"control",NA,NA,NA,NA,NA,0.502,0.502,256,128.512,128.512
"EA133","67199",1494951,899893,"{[St.Euroresa.n].47-[St.Albatros.n].47}.133/001",170,"drought stress",NA,NA,NA,NA,NA,0.3,0.3,214,64.2,64.2
"EA133","67199",1494952,899893,"{[St.Euroresa.n].47-[St.Albatros.n].47}.133/001",170,"drought stress",NA,NA,NA,NA,NA,0.592,0.592,214,126.688,126.688
"EA133","67199",1494953,899893,"{[St.Euroresa.n].47-[St.Albatros.n].47}.133/001",170,"drought stress",NA,NA,NA,NA,NA,0.4,0.4,234,93.6,93.6
"EA140","67199",1494954,899900,"{[St.Euroresa.n].47-[St.Albatros.n].47}.140/001",170,"drought stress",NA,NA,NA,NA,NA,0.23,0.23,232,53.36,53.36
"EA140","67199",1494955,899900,"{[St.Euroresa.n].47-[St.Albatros.n].47}.140/001",170,"drought stress",NA,NA,NA,NA,NA,0.128,0.128,269.666666666667,34.5173333333333,34.5173333333333
"EA140","67199",1494956,899900,"{[St.Euroresa.n].47-[St.Albatros.n].47}.140/001",169,"control",NA,NA,NA,NA,NA,0.412,0.412,255,105.06,105.06
"EA140","67199",1494957,899900,"{[St.Euroresa.n].47-[St.Albatros.n].47}.140/001",169,"control",NA,NA,NA,NA,NA,0.348,0.348,220,76.56,76.56
"EA140","67199",1494958,899900,"{[St.Euroresa.n].47-[St.Albatros.n].47}.140/001",169,"control",NA,NA,NA,NA,NA,0.426,0.426,229,97.554,97.554
"EA140","67199",1494959,899900,"{[St.Euroresa.n].47-[St.Albatros.n].47}.140/001",170,"drought stress",NA,NA,NA,NA,NA,0.286,0.286,145,41.47,41.47
"EA143","67199",1494960,899903,"{[St.Euroresa.n].47-[St.Albatros.n].47}.143/001",170,"drought stress",NA,NA,NA,NA,NA,0.222,0.222,215,47.73,47.73
"EA143","67199",1494961,899903,"{[St.Euroresa.n].47-[St.Albatros.n].47}.143/001",170,"drought stress",NA,NA,NA,NA,NA,0.622,0.622,188,116.936,116.936
"EA143","67199",1494962,899903,"{[St.Euroresa.n].47-[St.Albatros.n].47}.143/001",170,"drought stress",NA,NA,NA,NA,NA,0.646,0.646,169,109.174,109.174
"EA143","67199",1494963,899903,"{[St.Euroresa.n].47-[St.Albatros.n].47}.143/001",169,"control",NA,NA,NA,NA,NA,0.516,0.516,167,86.172,86.172
"EA143","67199",1494964,899903,"{[St.Euroresa.n].47-[St.Albatros.n].47}.143/001",169,"control",NA,NA,NA,NA,NA,0.59,0.59,215,126.85,126.85
"EA143","67199",1494965,899903,"{[St.Euroresa.n].47-[St.Albatros.n].47}.143/001",169,"control",NA,NA,NA,NA,NA,0.71,0.71,196,139.16,139.16
"EA145","67199",1494972,899905,"{[St.Euroresa.n].47-[St.Albatros.n].47}.145/001",169,"control","EA","yes","","","SP1",0.47,0.47,138,64.86,64.86
"EA145","67199",1494973,899905,"{[St.Euroresa.n].47-[St.Albatros.n].47}.145/001",169,"control","EA","yes","","","SP1",0.602,0.602,223,134.246,134.246
"EA145","67199",1494974,899905,"{[St.Euroresa.n].47-[St.Albatros.n].47}.145/001",169,"control","EA","yes","","","SP1",0.618,0.618,231,142.758,142.758
"EA145","67199",1494976,899905,"{[St.Euroresa.n].47-[St.Albatros.n].47}.145/001",170,"drought stress","EA","yes","","","SP1",0.61,0.61,184,112.24,112.24
"EA145","67199",1494977,899905,"{[St.Euroresa.n].47-[St.Albatros.n].47}.145/001",170,"drought stress","EA","yes","","","SP1",0.438,0.438,222,97.236,97.236
"EA152","67199",1494984,899912,"{[St.Euroresa.n].47-[St.Albatros.n].47}.152/001",170,"drought stress",NA,NA,NA,NA,NA,0.57,0.57,215,122.55,122.55
"EA152","67199",1494986,899912,"{[St.Euroresa.n].47-[St.Albatros.n].47}.152/001",169,"control",NA,NA,NA,NA,NA,0.446,0.446,156,69.576,69.576
"EA152","67199",1494987,899912,"{[St.Euroresa.n].47-[St.Albatros.n].47}.152/001",169,"control",NA,NA,NA,NA,NA,0.422,0.422,121,51.062,51.062
"EA152","67199",1494989,899912,"{[St.Euroresa.n].47-[St.Albatros.n].47}.152/001",170,"drought stress",NA,NA,NA,NA,NA,0.29,0.29,210,60.9,60.9
"EA153","67199",1494990,899913,"{[St.Euroresa.n].47-[St.Albatros.n].47}.153/001",169,"control",NA,NA,NA,NA,NA,0.472,0.472,134,63.248,63.248
"EA153","67199",1494991,899913,"{[St.Euroresa.n].47-[St.Albatros.n].47}.153/001",169,"control",NA,NA,NA,NA,NA,0.692,0.692,178,123.176,123.176
"EA153","67199",1494993,899913,"{[St.Euroresa.n].47-[St.Albatros.n].47}.153/001",170,"drought stress",NA,NA,NA,NA,NA,0.554,0.554,154,85.316,85.316
"EA153","67199",1494994,899913,"{[St.Euroresa.n].47-[St.Albatros.n].47}.153/001",170,"drought stress",NA,NA,NA,NA,NA,0.452,0.452,245,110.74,110.74
