"alias","culture","plant_id","line_id","name","treatment","treatment_name","population","SP1","SP2","SP3","SP","tuber_FW_kg_per_plot","tuber_FW_kg_per_plant","starch_g_per_kg","starch_yield_g_per_plant","starch_yield_g_per_plot"
"Euroresa","67518",1522153,917260,"[St.Euroresa.n]/008",170,"drought stress",NA,NA,NA,NA,NA,0.38,0.38,222.572,84.57736,84.57736
"Albatros","67518",1522158,917831,"[St.Albatros.n]/007",170,"drought stress",NA,NA,NA,NA,NA,0.668,0.668,230.9344,154.2641792,154.2641792
"Albatros","67518",1522159,917831,"[St.Albatros.n]/007",170,"drought stress",NA,NA,NA,NA,NA,0.696,0.696,239.2968,166.5505728,166.5505728
"Ramses","67518",1522164,918738,"[St.Ramses.n]/007",170,"drought stress",NA,NA,NA,NA,NA,1.612,1.612,193.3036,311.6054032,311.6054032
"Ramses","67518",1522165,918738,"[St.Ramses.n]/007",170,"drought stress",NA,NA,NA,NA,NA,0.792,0.792,243.5,192.852,192.852
"AR129","67518",1524081,909907,"{[St.Albatros.n].25-[St.Ramses.n].9}.129.1/001",170,"drought stress",NA,NA,NA,NA,NA,0.878,0.878,218.3908,191.7471224,191.7471224
"EA207","67518",1534637,910118,"{[St.Euroresa.n].47-[St.Albatros.n].47}.207.1/001",169,"control",NA,NA,NA,NA,NA,1.504,1.504,191.213,287.584352,287.584352
"EA207","67518",1534638,910118,"{[St.Euroresa.n].47-[St.Albatros.n].47}.207.1/001",169,"control",NA,NA,NA,NA,NA,1.856,1.856,193.3036,358.7714816,358.7714816
"EA208","67518",1534639,910119,"{[St.Euroresa.n].47-[St.Albatros.n].47}.208.2/001",169,"control","EA","yes","","","SP1",2.15,2.15,193.3036,415.60274,415.60274
"EA208","67518",1534640,910119,"{[St.Euroresa.n].47-[St.Albatros.n].47}.208.2/001",169,"control","EA","yes","","","SP1",1.812,1.812,205.8472,372.9951264,372.9951264
"EA201","67518",1534649,910112,"{[St.Euroresa.n].47-[St.Albatros.n].47}.201.2/001",169,"control",NA,NA,NA,NA,NA,3.626,3.626,214.2096,776.7240096,776.7240096
"EA201","67518",1534650,910112,"{[St.Euroresa.n].47-[St.Albatros.n].47}.201.2/001",169,"control",NA,NA,NA,NA,NA,2.266,2.266,205.8,466.3428,466.3428
"EA202","67518",1534651,910113,"{[St.Euroresa.n].47-[St.Albatros.n].47}.202.2/001",169,"control",NA,NA,NA,NA,NA,1.788,1.788,178.6694,319.4608872,319.4608872
"EA202","67518",1534652,910113,"{[St.Euroresa.n].47-[St.Albatros.n].47}.202.2/001",169,"control",NA,NA,NA,NA,NA,1.584,1.584,176.5788,279.7008192,279.7008192
"EA222","67518",1534653,910126,"{[St.Euroresa.n].47-[St.Albatros.n].47}.222.1/001",169,"control",NA,NA,NA,NA,NA,1.098,1.098,197.4848,216.8383104,216.8383104
"EA222","67518",1534654,910126,"{[St.Euroresa.n].47-[St.Albatros.n].47}.222.1/001",169,"control",NA,NA,NA,NA,NA,1.344,1.344,197.4848,265.4195712,265.4195712
"EA218","67518",1534657,910124,"{[St.Euroresa.n].47-[St.Albatros.n].47}.218.3/001",169,"control",NA,NA,NA,NA,NA,1.648,1.648,182.8506,301.3377888,301.3377888
"EA218","67518",1534658,910124,"{[St.Euroresa.n].47-[St.Albatros.n].47}.218.3/001",169,"control",NA,NA,NA,NA,NA,2.124,2.124,182.8506,388.3746744,388.3746744
"EA212","67518",1534661,910122,"{[St.Euroresa.n].47-[St.Albatros.n].47}.212.3/001",169,"control",NA,NA,NA,NA,NA,1.798,1.798,197.4848,355.0776704,355.0776704
"EA212","67518",1534662,910122,"{[St.Euroresa.n].47-[St.Albatros.n].47}.212.3/001",169,"control",NA,NA,NA,NA,NA,2.716,2.716,199.5754,542.0467864,542.0467864
"EA215","67518",1534663,910123,"{[St.Euroresa.n].47-[St.Albatros.n].47}.215.3/001",169,"control",NA,NA,NA,NA,NA,1.244,1.244,205.8472,256.0739168,256.0739168
"EA215","67518",1534664,910123,"{[St.Euroresa.n].47-[St.Albatros.n].47}.215.3/001",169,"control",NA,NA,NA,NA,NA,1.57,1.57,201.666,316.61562,316.61562
"EA243","67518",1534671,910134,"{[St.Euroresa.n].47-[St.Albatros.n].47}.243.1/001",169,"control",NA,NA,NA,NA,NA,1.454,1.454,203.7566,296.2620964,296.2620964
"EA243","67518",1534672,910134,"{[St.Euroresa.n].47-[St.Albatros.n].47}.243.1/001",169,"control",NA,NA,NA,NA,NA,1.732,1.732,199.5754,345.6645928,345.6645928
"EA234","67518",1534675,910129,"{[St.Euroresa.n].47-[St.Albatros.n].47}.234.1/001",169,"control",NA,NA,NA,NA,NA,1.318,1.318,191.213,252.018734,252.018734
"EA234","67518",1534676,910129,"{[St.Euroresa.n].47-[St.Albatros.n].47}.234.1/001",169,"control",NA,NA,NA,NA,NA,2.012,2.012,176.5788,355.2765456,355.2765456
"EA232","67518",1534677,910128,"{[St.Euroresa.n].47-[St.Albatros.n].47}.232.3/001",169,"control",NA,NA,NA,NA,NA,1.77,1.77,214.2096,379.150992,379.150992
"EA232","67518",1534678,910128,"{[St.Euroresa.n].47-[St.Albatros.n].47}.232.3/001",169,"control",NA,NA,NA,NA,NA,1.756,1.756,207.9378,365.1387768,365.1387768
"EA264","67518",1534679,910143,"{[St.Euroresa.n].47-[St.Albatros.n].47}.264.1/001",169,"control","EA","yes","","","SP1",1.484,1.484,216.3002,320.9894968,320.9894968
"EA264","67518",1534680,910143,"{[St.Euroresa.n].47-[St.Albatros.n].47}.264.1/001",169,"control","EA","yes","","","SP1",1.46,1.46,224.6626,328.007396,328.007396
"EA263","67518",1534681,910142,"{[St.Euroresa.n].47-[St.Albatros.n].47}.263.2/001",169,"control",NA,NA,NA,NA,NA,2.166,2.166,212.119,459.449754,459.449754
"EA263","67518",1534682,910142,"{[St.Euroresa.n].47-[St.Albatros.n].47}.263.2/001",169,"control",NA,NA,NA,NA,NA,2.302,2.302,191.213,440.172326,440.172326
"EA257","67518",1534683,910141,"{[St.Euroresa.n].47-[St.Albatros.n].47}.257.1/001",169,"control",NA,NA,NA,NA,NA,1.78,1.78,218.3908,388.735624,388.735624
"EA257","67518",1534684,910141,"{[St.Euroresa.n].47-[St.Albatros.n].47}.257.1/001",169,"control",NA,NA,NA,NA,NA,3.538,3.538,224.6626,794.8562788,794.8562788
"EA252","67518",1534685,910140,"{[St.Euroresa.n].47-[St.Albatros.n].47}.252.2/001",169,"control","EA","","","yes","SP3",2.076,2.076,187.0318,388.2780168,388.2780168
"EA252","67518",1534686,910140,"{[St.Euroresa.n].47-[St.Albatros.n].47}.252.2/001",169,"control","EA","","","yes","SP3",2.046,2.046,180.76,369.83496,369.83496
"EA172","67518",1534691,910092,"{[St.Euroresa.n].47-[St.Albatros.n].47}.172.2/001",169,"control","EA","","","yes","SP3",2.546,2.546,199.5754,508.1189684,508.1189684
"EA172","67518",1534692,910092,"{[St.Euroresa.n].47-[St.Albatros.n].47}.172.2/001",169,"control","EA","","","yes","SP3",2.268,2.268,189.1224,428.9296032,428.9296032
"EA173","67518",1534693,910093,"{[St.Euroresa.n].47-[St.Albatros.n].47}.173.2/001",169,"control","EA","","","yes","SP3",0.96,0.96,197.4848,189.585408,189.585408
"EA173","67518",1534694,910093,"{[St.Euroresa.n].47-[St.Albatros.n].47}.173.2/001",169,"control","EA","","","yes","SP3",1.154,1.154,205.8472,237.5476688,237.5476688
"EA174","67518",1534695,910094,"{[St.Euroresa.n].47-[St.Albatros.n].47}.174.1/001",169,"control","EA","","","yes","SP3",2.014,2.014,184.9412,372.4715768,372.4715768
"EA174","67518",1534696,910094,"{[St.Euroresa.n].47-[St.Albatros.n].47}.174.1/001",169,"control","EA","","","yes","SP3",1.542,1.542,172.3976,265.8370992,265.8370992
"EA175","67518",1534697,910095,"{[St.Euroresa.n].47-[St.Albatros.n].47}.175.2/001",169,"control",NA,NA,NA,NA,NA,1.678,1.678,212.119,355.935682,355.935682
"EA175","67518",1534698,910095,"{[St.Euroresa.n].47-[St.Albatros.n].47}.175.2/001",169,"control",NA,NA,NA,NA,NA,2.252,2.252,197.4848,444.7357696,444.7357696
"EA186","67518",1534699,910101,"{[St.Euroresa.n].47-[St.Albatros.n].47}.186.3/001",169,"control",NA,NA,NA,NA,NA,2.136,2.136,222.572,475.413792,475.413792
"EA186","67518",1534700,910101,"{[St.Euroresa.n].47-[St.Albatros.n].47}.186.3/001",169,"control",NA,NA,NA,NA,NA,1.964,1.964,222.572,437.131408,437.131408
"EA183","67518",1534701,910100,"{[St.Euroresa.n].47-[St.Albatros.n].47}.183.3/001",169,"control",NA,NA,NA,NA,NA,2.284,2.284,187.0318,427.1806312,427.1806312
"EA183","67518",1534702,910100,"{[St.Euroresa.n].47-[St.Albatros.n].47}.183.3/001",169,"control",NA,NA,NA,NA,NA,1.736,1.736,189.1224,328.3164864,328.3164864
"EA177","67518",1534703,910097,"{[St.Euroresa.n].47-[St.Albatros.n].47}.177.3/001",169,"control",NA,NA,NA,NA,NA,1.94,1.94,207.9378,403.399332,403.399332
"EA177","67518",1534704,910097,"{[St.Euroresa.n].47-[St.Albatros.n].47}.177.3/001",169,"control",NA,NA,NA,NA,NA,2.2,2.2,195.3942,429.86724,429.86724
"EA176","67518",1534705,910096,"{[St.Euroresa.n].47-[St.Albatros.n].47}.176.2/001",169,"control",NA,NA,NA,NA,NA,1.684,1.684,210.0284,353.6878256,353.6878256
"EA176","67518",1534706,910096,"{[St.Euroresa.n].47-[St.Albatros.n].47}.176.2/001",169,"control",NA,NA,NA,NA,NA,1.934,1.934,197.4848,381.9356032,381.9356032
"EA182","67518",1534707,910099,"{[St.Euroresa.n].47-[St.Albatros.n].47}.182.1/001",169,"control",NA,NA,NA,NA,NA,1.482,1.482,237.2062,351.5395884,351.5395884
"EA182","67518",1534708,910099,"{[St.Euroresa.n].47-[St.Albatros.n].47}.182.1/001",169,"control",NA,NA,NA,NA,NA,2.03,2.03,228.8438,464.552914,464.552914
"EA179","67518",1534709,910098,"{[St.Euroresa.n].47-[St.Albatros.n].47}.179.1/001",169,"control",NA,NA,NA,NA,NA,2.362,2.362,220.4814,520.7770668,520.7770668
"EA179","67518",1534710,910098,"{[St.Euroresa.n].47-[St.Albatros.n].47}.179.1/001",169,"control",NA,NA,NA,NA,NA,2.4,2.4,207.9378,499.05072,499.05072
"EA196","67518",1534711,910108,"{[St.Euroresa.n].47-[St.Albatros.n].47}.196.2/001",169,"control",NA,NA,NA,NA,NA,1.548,1.548,207.9378,321.8877144,321.8877144
"EA196","67518",1534712,910108,"{[St.Euroresa.n].47-[St.Albatros.n].47}.196.2/001",169,"control",NA,NA,NA,NA,NA,2.412,2.412,212.119,511.631028,511.631028
"EA200","67518",1534713,910111,"{[St.Euroresa.n].47-[St.Albatros.n].47}.200.1/001",169,"control","EA","yes","","","SP1",1.212,1.212,205.8,249.4296,249.4296
"EA200","67518",1534714,910111,"{[St.Euroresa.n].47-[St.Albatros.n].47}.200.1/001",169,"control","EA","yes","","","SP1",1.488,1.488,195.3942,290.7465696,290.7465696
"EA198","67518",1534715,910110,"{[St.Euroresa.n].47-[St.Albatros.n].47}.198.2/001",169,"control",NA,NA,NA,NA,NA,1.974,1.974,203.7566,402.2155284,402.2155284
"EA198","67518",1534716,910110,"{[St.Euroresa.n].47-[St.Albatros.n].47}.198.2/001",169,"control",NA,NA,NA,NA,NA,2.074,2.074,207.9378,431.2629972,431.2629972
"EA192","67518",1534717,910104,"{[St.Euroresa.n].47-[St.Albatros.n].47}.192.3/001",169,"control",NA,NA,NA,NA,NA,0.97,0.97,195.3942,189.532374,189.532374
"EA192","67518",1534718,910104,"{[St.Euroresa.n].47-[St.Albatros.n].47}.192.3/001",169,"control",NA,NA,NA,NA,NA,1.226,1.226,201.666,247.242516,247.242516
"EA193","67518",1534719,910106,"{[St.Euroresa.n].47-[St.Albatros.n].47}.193.3/001",169,"control",NA,NA,NA,NA,NA,1.988,1.988,195.4,388.4552,388.4552
"EA193","67518",1534720,910106,"{[St.Euroresa.n].47-[St.Albatros.n].47}.193.3/001",169,"control",NA,NA,NA,NA,NA,1.876,1.876,207.9378,390.0913128,390.0913128
"EA266","67518",1534721,910144,"{[St.Euroresa.n].47-[St.Albatros.n].47}.266.2/001",169,"control",NA,NA,NA,NA,NA,1.95,1.95,212.119,413.63205,413.63205
"EA266","67518",1534722,910144,"{[St.Euroresa.n].47-[St.Albatros.n].47}.266.2/001",169,"control",NA,NA,NA,NA,NA,1.666,1.666,199.5754,332.4926164,332.4926164
"EA269","67518",1534727,910147,"{[St.Euroresa.n].47-[St.Albatros.n].47}.269.3/001",169,"control","EA","","","yes","SP3",1.626,1.626,210.0284,341.5061784,341.5061784
"EA269","67518",1534728,910147,"{[St.Euroresa.n].47-[St.Albatros.n].47}.269.3/001",169,"control","EA","","","yes","SP3",1.36,1.36,201.666,274.26576,274.26576
"EA273","67518",1534729,910148,"{[St.Euroresa.n].47-[St.Albatros.n].47}.273.3/001",169,"control","EA","","","yes","SP3",2.448,2.448,195.3942,478.3250016,478.3250016
"EA273","67518",1534730,910148,"{[St.Euroresa.n].47-[St.Albatros.n].47}.273.3/001",169,"control","EA","","","yes","SP3",1.68,1.68,193.3036,324.750048,324.750048
"EA279","67518",1534731,910150,"{[St.Euroresa.n].47-[St.Albatros.n].47}.279.1/001",169,"control","EA","","","yes","SP3",1.81,1.81,220.4814,399.071334,399.071334
"EA279","67518",1534732,910150,"{[St.Euroresa.n].47-[St.Albatros.n].47}.279.1/001",169,"control","EA","","","yes","SP3",2.368,2.368,212.119,502.297792,502.297792
"EA280","67518",1534733,910151,"{[St.Euroresa.n].47-[St.Albatros.n].47}.280.2/001",169,"control","EA","","","yes","SP3",0.93,0.93,170.307,158.38551,158.38551
"EA280","67518",1534734,910151,"{[St.Euroresa.n].47-[St.Albatros.n].47}.280.2/001",169,"control","EA","","","yes","SP3",0.966,0.966,176.5788,170.5751208,170.5751208
"EA296","67518",1534743,910156,"{[St.Euroresa.n].47-[St.Albatros.n].47}.296.3/001",169,"control",NA,NA,NA,NA,NA,1.66,1.66,218.3908,362.528728,362.528728
"EA296","67518",1534744,910156,"{[St.Euroresa.n].47-[St.Albatros.n].47}.296.3/001",169,"control",NA,NA,NA,NA,NA,2.278,2.278,199.5754,454.6327612,454.6327612
"EA300","67518",1534745,910158,"{[St.Euroresa.n].47-[St.Albatros.n].47}.300.1/001",169,"control",NA,NA,NA,NA,NA,1.8,1.8,228.8438,411.91884,411.91884
"EA300","67518",1534746,910158,"{[St.Euroresa.n].47-[St.Albatros.n].47}.300.1/001",169,"control",NA,NA,NA,NA,NA,2.35,2.35,214.2096,503.39256,503.39256
"Ramses","67518",1534747,918738,"[St.Ramses.n]/007",169,"control",NA,NA,NA,NA,NA,2.01,2.01,207.9378,417.954978,417.954978
"Ramses","67518",1534748,918738,"[St.Ramses.n]/007",169,"control",NA,NA,NA,NA,NA,2.28,2.28,199.5754,455.031912,455.031912
"AR299","67518",1534751,910266,"{[St.Albatros.n].25-[St.Ramses.n].9}.299.1/001",169,"control",NA,NA,NA,NA,NA,1.016,1.016,203.7566,207.0167056,207.0167056
"AR299","67518",1534752,910266,"{[St.Albatros.n].25-[St.Ramses.n].9}.299.1/001",169,"control",NA,NA,NA,NA,NA,1.314,1.314,193.3036,254.0009304,254.0009304
"AR279","67518",1534755,910264,"{[St.Albatros.n].25-[St.Ramses.n].9}.279.1/001",169,"control",NA,NA,NA,NA,NA,1.024,1.024,199.5754,204.3652096,204.3652096
"AR279","67518",1534756,910264,"{[St.Albatros.n].25-[St.Ramses.n].9}.279.1/001",169,"control",NA,NA,NA,NA,NA,1.694,1.694,214.2096,362.8710624,362.8710624
"AR293","67518",1534757,910265,"{[St.Albatros.n].25-[St.Ramses.n].9}.293.1/001",169,"control","AR","yes","yes","","SP1",1.914,1.914,189.1224,361.9802736,361.9802736
"AR293","67518",1534758,910265,"{[St.Albatros.n].25-[St.Ramses.n].9}.293.1/001",169,"control","AR","yes","yes","","SP1",1.806,1.806,195.3942,352.8819252,352.8819252
"AR268","67518",1534759,910262,"{[St.Albatros.n].25-[St.Ramses.n].9}.268.1/001",169,"control",NA,NA,NA,NA,NA,1.072,1.072,203.7566,218.4270752,218.4270752
"AR268","67518",1534760,910262,"{[St.Albatros.n].25-[St.Ramses.n].9}.268.1/001",169,"control",NA,NA,NA,NA,NA,1.188,1.188,220.4814,261.9319032,261.9319032
"AR269","67518",1534761,910263,"{[St.Albatros.n].25-[St.Ramses.n].9}.269.1/001",169,"control","AR","","yes","","SP2",0.964,0.964,180.76,174.25264,174.25264
"AR269","67518",1534762,910263,"{[St.Albatros.n].25-[St.Ramses.n].9}.269.1/001",169,"control","AR","","yes","","SP2",1.34,1.34,191.213,256.22542,256.22542
"AR260","67518",1534763,910260,"{[St.Albatros.n].25-[St.Ramses.n].9}.260.1/001",169,"control",NA,NA,NA,NA,NA,1.782,1.782,199.5754,355.6433628,355.6433628
"AR260","67518",1534764,910260,"{[St.Albatros.n].25-[St.Ramses.n].9}.260.1/001",169,"control",NA,NA,NA,NA,NA,2.284,2.284,205.8472,470.1550048,470.1550048
"AR261","67518",1534765,910261,"{[St.Albatros.n].25-[St.Ramses.n].9}.261.1/001",169,"control",NA,NA,NA,NA,NA,1.376,1.376,176.5788,242.9724288,242.9724288
"AR261","67518",1534766,910261,"{[St.Albatros.n].25-[St.Ramses.n].9}.261.1/001",169,"control",NA,NA,NA,NA,NA,0.976,0.976,201.666,196.826016,196.826016
"AR249","67518",1534767,910258,"{[St.Albatros.n].25-[St.Ramses.n].9}.249.1/001",169,"control",NA,NA,NA,NA,NA,1.534,1.534,212.119,325.390546,325.390546
"AR249","67518",1534768,910258,"{[St.Albatros.n].25-[St.Ramses.n].9}.249.1/001",169,"control",NA,NA,NA,NA,NA,1.766,1.766,210.0284,370.9101544,370.9101544
"AR258","67518",1534769,910259,"{[St.Albatros.n].25-[St.Ramses.n].9}.258.1/001",169,"control",NA,NA,NA,NA,NA,0.822,0.822,216.3002,177.7987644,177.7987644
"AR258","67518",1534770,910259,"{[St.Albatros.n].25-[St.Ramses.n].9}.258.1/001",169,"control",NA,NA,NA,NA,NA,0.936,0.936,216.3002,202.4569872,202.4569872
"AR241","67518",1534771,910256,"{[St.Albatros.n].25-[St.Ramses.n].9}.241.1/001",169,"control","AR","","yes","","SP2",1.486,1.486,189.1224,281.0358864,281.0358864
"AR241","67518",1534772,910256,"{[St.Albatros.n].25-[St.Ramses.n].9}.241.1/001",169,"control","AR","","yes","","SP2",1.55,1.55,193.3036,299.62058,299.62058
"AR247","67518",1534773,910257,"{[St.Albatros.n].25-[St.Ramses.n].9}.247.1/001",169,"control","AR","yes","","","SP1",1.26,1.26,193.3036,243.562536,243.562536
"AR247","67518",1534774,910257,"{[St.Albatros.n].25-[St.Ramses.n].9}.247.1/001",169,"control","AR","yes","","","SP1",0.986,0.986,184.9412,182.3520232,182.3520232
"AR87","67518",1534775,909937,"{[St.Albatros.n].25-[St.Ramses.n].9}.87.3/001",169,"control",NA,NA,NA,NA,NA,1.46,1.46,199.5754,291.380084,291.380084
"AR87","67518",1534776,909937,"{[St.Albatros.n].25-[St.Ramses.n].9}.87.3/001",169,"control",NA,NA,NA,NA,NA,1.86,1.86,191.213,355.65618,355.65618
"AR85","67518",1534777,909936,"{[St.Albatros.n].25-[St.Ramses.n].9}.85.3/001",169,"control",NA,NA,NA,NA,NA,1.904,1.904,199.5754,379.9915616,379.9915616
"AR85","67518",1534778,909936,"{[St.Albatros.n].25-[St.Ramses.n].9}.85.3/001",169,"control",NA,NA,NA,NA,NA,1.958,1.958,172.3976,337.5545008,337.5545008
"AR90","67518",1534779,909938,"{[St.Albatros.n].25-[St.Ramses.n].9}.90.3/001",169,"control",NA,NA,NA,NA,NA,1.77,1.77,178.6694,316.244838,316.244838
"AR90","67518",1534780,909938,"{[St.Albatros.n].25-[St.Ramses.n].9}.90.3/001",169,"control",NA,NA,NA,NA,NA,1.738,1.738,184.9412,321.4278056,321.4278056
"AR95","67518",1534781,909941,"{[St.Albatros.n].25-[St.Ramses.n].9}.95.2/001",169,"control",NA,NA,NA,NA,NA,1.61,1.61,199.5754,321.316394,321.316394
"AR95","67518",1534782,909941,"{[St.Albatros.n].25-[St.Ramses.n].9}.95.2/001",169,"control",NA,NA,NA,NA,NA,2.102,2.102,182.8506,384.3519612,384.3519612
"AR99","67518",1534783,909943,"{[St.Albatros.n].25-[St.Ramses.n].9}.99.2/001",169,"control",NA,NA,NA,NA,NA,2.456,2.456,187.0318,459.3501008,459.3501008
"AR99","67518",1534784,909943,"{[St.Albatros.n].25-[St.Ramses.n].9}.99.2/001",169,"control",NA,NA,NA,NA,NA,1.632,1.632,172.3976,281.3528832,281.3528832
"AR98","67518",1534785,909942,"{[St.Albatros.n].25-[St.Ramses.n].9}.98.2/001",169,"control",NA,NA,NA,NA,NA,1.97,1.97,195.3942,384.926574,384.926574
"AR98","67518",1534786,909942,"{[St.Albatros.n].25-[St.Ramses.n].9}.98.2/001",169,"control",NA,NA,NA,NA,NA,1.354,1.354,191.213,258.902402,258.902402
"AR161","67518",1534787,909945,"{[St.Albatros.n].25-[St.Ramses.n].9}.161.1/001",169,"control",NA,NA,NA,NA,NA,1.188,1.188,203.7566,242.0628408,242.0628408
"AR161","67518",1534788,909945,"{[St.Albatros.n].25-[St.Ramses.n].9}.161.1/001",169,"control",NA,NA,NA,NA,NA,1.578,1.578,182.8506,288.5382468,288.5382468
"AR157","67518",1534789,909944,"{[St.Albatros.n].25-[St.Ramses.n].9}.157.1/001",169,"control","AR","","yes","","SP2",1.116,1.116,197.4848,220.3930368,220.3930368
"AR157","67518",1534790,909944,"{[St.Albatros.n].25-[St.Ramses.n].9}.157.1/001",169,"control","AR","","yes","","SP2",0.774,0.774,180.76,139.90824,139.90824
"AR164","67518",1534791,909947,"{[St.Albatros.n].25-[St.Ramses.n].9}.164.2/001",169,"control",NA,NA,NA,NA,NA,1.318,1.318,195.3942,257.5295556,257.5295556
"AR164","67518",1534792,909947,"{[St.Albatros.n].25-[St.Ramses.n].9}.164.2/001",169,"control",NA,NA,NA,NA,NA,1.46,1.46,199.5754,291.380084,291.380084
"AR163","67518",1534793,909946,"{[St.Albatros.n].25-[St.Ramses.n].9}.163.1/001",169,"control","AR","","yes","","SP2",2.432,2.432,191.213,465.030016,465.030016
"AR163","67518",1534794,909946,"{[St.Albatros.n].25-[St.Ramses.n].9}.163.1/001",169,"control","AR","","yes","","SP2",1.954,1.954,178.6694,349.1200076,349.1200076
"AR166","67518",1534795,909949,"{[St.Albatros.n].25-[St.Ramses.n].9}.166.2/001",169,"control",NA,NA,NA,NA,NA,0.644,0.644,207.9378,133.9119432,133.9119432
"AR166","67518",1534796,909949,"{[St.Albatros.n].25-[St.Ramses.n].9}.166.2/001",169,"control",NA,NA,NA,NA,NA,0.34,0.34,191.213,65.01242,65.01242
"AR165","67518",1534797,909948,"{[St.Albatros.n].25-[St.Ramses.n].9}.165.3/001",169,"control",NA,NA,NA,NA,NA,2.164,2.164,203.7566,440.9292824,440.9292824
"AR165","67518",1534798,909948,"{[St.Albatros.n].25-[St.Ramses.n].9}.165.3/001",169,"control",NA,NA,NA,NA,NA,1.438,1.438,193.3036,277.9705768,277.9705768
"AR170","67518",1534799,909951,"{[St.Albatros.n].25-[St.Ramses.n].9}.170.1/001",169,"control",NA,NA,NA,NA,NA,2.128,2.128,224.6626,478.0820128,478.0820128
"AR170","67518",1534800,909951,"{[St.Albatros.n].25-[St.Ramses.n].9}.170.1/001",169,"control",NA,NA,NA,NA,NA,2.776,2.776,195.4,542.4304,542.4304
"AR168","67518",1534801,909950,"{[St.Albatros.n].25-[St.Ramses.n].9}.168.1/001",169,"control",NA,NA,NA,NA,NA,2.116,2.116,201.666,426.725256,426.725256
"AR168","67518",1534802,909950,"{[St.Albatros.n].25-[St.Ramses.n].9}.168.1/001",169,"control",NA,NA,NA,NA,NA,2.112,2.112,203.7566,430.3339392,430.3339392
"AR41","67518",1534803,909920,"{[St.Albatros.n].25-[St.Ramses.n].9}.41.2/001",169,"control",NA,NA,NA,NA,NA,2.448,2.448,187.0318,457.8538464,457.8538464
"AR41","67518",1534804,909920,"{[St.Albatros.n].25-[St.Ramses.n].9}.41.2/001",169,"control",NA,NA,NA,NA,NA,2.186,2.186,176.5788,386.0012568,386.0012568
"AR9","67518",1534805,909921,"{[St.Albatros.n].25-[St.Ramses.n].9}.9.3/001",169,"control",NA,NA,NA,NA,NA,1.924,1.924,189.1224,363.8714976,363.8714976
"AR9","67518",1534806,909921,"{[St.Albatros.n].25-[St.Ramses.n].9}.9.3/001",169,"control",NA,NA,NA,NA,NA,1.726,1.726,199.5754,344.4671404,344.4671404
"AR43","67518",1534807,909922,"{[St.Albatros.n].25-[St.Ramses.n].9}.43.1/001",169,"control",NA,NA,NA,NA,NA,2.478,2.478,207.9378,515.2698684,515.2698684
"AR43","67518",1534808,909922,"{[St.Albatros.n].25-[St.Ramses.n].9}.43.1/001",169,"control",NA,NA,NA,NA,NA,2.556,2.556,195.3942,499.4275752,499.4275752
"AR48","67518",1534809,909923,"{[St.Albatros.n].25-[St.Ramses.n].9}.48.2/001",169,"control",NA,NA,NA,NA,NA,2.132,2.132,203.7566,434.4090712,434.4090712
"AR48","67518",1534810,909923,"{[St.Albatros.n].25-[St.Ramses.n].9}.48.2/001",169,"control",NA,NA,NA,NA,NA,1.586,1.586,184.9412,293.3167432,293.3167432
"AR52","67518",1534811,909924,"{[St.Albatros.n].25-[St.Ramses.n].9}.52.2/001",169,"control",NA,NA,NA,NA,NA,1.604,1.604,195.3942,313.4122968,313.4122968
"AR52","67518",1534812,909924,"{[St.Albatros.n].25-[St.Ramses.n].9}.52.2/001",169,"control",NA,NA,NA,NA,NA,1.092,1.092,187.0318,204.2387256,204.2387256
"AR55","67518",1534813,909925,"{[St.Albatros.n].25-[St.Ramses.n].9}.55.3/001",169,"control","AR","","","yes","SP3",1.506,1.506,222.572,335.193432,335.193432
"AR55","67518",1534814,909925,"{[St.Albatros.n].25-[St.Ramses.n].9}.55.3/001",169,"control","AR","","","yes","SP3",1.754,1.754,203.7566,357.3890764,357.3890764
"AR56","67518",1534815,909926,"{[St.Albatros.n].25-[St.Ramses.n].9}.56.1/001",169,"control","AR","","yes","","SP2",1.85,1.85,195.3942,361.47927,361.47927
"AR56","67518",1534816,909926,"{[St.Albatros.n].25-[St.Ramses.n].9}.56.1/001",169,"control","AR","","yes","","SP2",1.352,1.352,193.3036,261.3464672,261.3464672
"AR59","67518",1534817,909928,"{[St.Albatros.n].25-[St.Ramses.n].9}.59.3/001",169,"control","AR","yes","","","SP1",1.758,1.758,197.4848,347.1782784,347.1782784
"AR59","67518",1534818,909928,"{[St.Albatros.n].25-[St.Ramses.n].9}.59.3/001",169,"control","AR","yes","","","SP1",1.364,1.364,195.3942,266.5176888,266.5176888
"AR60","67518",1534819,909929,"{[St.Albatros.n].25-[St.Ramses.n].9}.60.2/001",169,"control",NA,NA,NA,NA,NA,0.446,0.446,176.5788,78.7541448,78.7541448
"AR60","67518",1534820,909929,"{[St.Albatros.n].25-[St.Ramses.n].9}.60.2/001",169,"control",NA,NA,NA,NA,NA,0.434,0.434,161.9446,70.2839564,70.2839564
"AR61","67518",1534821,909930,"{[St.Albatros.n].25-[St.Ramses.n].9}.61.1/001",169,"control",NA,NA,NA,NA,NA,1.496,1.496,184.9412,276.6720352,276.6720352
"AR61","67518",1534822,909930,"{[St.Albatros.n].25-[St.Ramses.n].9}.61.1/001",169,"control",NA,NA,NA,NA,NA,1.176,1.176,176.5788,207.6566688,207.6566688
