"alias","treatment_name","culture","starch_g_per_kg","tuber_FW_kg_per_plant","starch_yield_g_per_plant"
"EA273","drought stress","76354",148.56476,0.087164,12.9791927868
"EA273","drought stress","76528",219.4149888195,1.102,241.822376390869
"EA273","drought stress","76529",238.25,0.3486,83.963538
"EA279","control","76219",236,0.998533333333333,235.731333333333
"EA279","control","76240",238.666666666667,0.502333333333333,119.764
"EA279","control","76354",192.955166666667,0.28553,55.0650217313333
"EA279","control","76528",211.8355875065,1.425,301.862174095325
"EA279","control","76529",221.53,1.8858,413.82561
"EA279","drought stress","76219",205,0.448666666666667,92.3953333333333
"EA279","drought stress","76240",243.777777777778,0.136666666666667,33.6472222222222
"EA279","drought stress","76354",214.2096,0.060574,13.1201892868
"EA279","drought stress","76528",232.706444779,1.166,271.539927179258
"EA279","drought stress","76529",245.57,0.498,122.29386
"EA28","control","76219",240.666666666667,1.0568,253.269466666667
"EA28","control","76240",234.166666666667,0.744333333333333,174.522
"EA28","control","76354",197.136366666667,0.29301,57.8932931286667
"EA28","control","76528",200.8635284195,1.349,271.195611655852
"EA28","control","76529",218.39,1.3454,295.059604
"EA28","drought stress","76219",203.333333333333,0.385333333333333,78.3910666666667
"EA28","drought stress","76240",230.361111111111,0.244666666666667,56.1075555555556
"EA28","drought stress","76354",180.76,0.095626,16.96361242
"EA28","drought stress","76528",210.8784982175,1.171,246.913883969715
"EA28","drought stress","76529",239.295,0.4658,110.829544
"EA280","control","76219",183.666666666667,0.6948,126.504666666667
"EA280","control","76240",183,0.704,129.120666666667
"EA280","control","76354",159.854,0.221753333333333,35.463286322
"EA280","control","76528",194.335211359,0.751,146.110112444284
"EA280","control","76529",174.49,0.7608,133.280344
"EA280","drought stress","76219",151,0.284666666666667,44.0129333333333
"EA280","drought stress","76240",211.888888888889,0.228666666666667,47.7205555555556
"EA280","drought stress","76354",184.9412,0.07939,14.6945153616
"EA280","drought stress","76528",191.887254241,0.688,132.487446693634
"EA280","drought stress","76529",250.795,0.1676,41.91035
"EA54","control","76219",221,0.7528,166.583066666667
"EA54","control","76240",229.833333333333,0.767333333333333,176.282333333333
"EA54","control","76354",170.655433333333,0.258696666666667,44.32450924
"EA54","control","76528",194.8857046635,1.078,210.414741695938
"EA54","control","76529",208.98,1.3094,272.716112
"EA54","drought stress","76219",188,0.396,74.368
"EA54","drought stress","76240",226.5,0.301666666666667,68.186
"EA54","drought stress","76354",178.25128,0.097174,17.2767363392
"EA54","drought stress","76528",204.538242073,0.957,195.820822350561
"EA54","drought stress","76529",206.895,0.335,69.221
"EA55","control","76219",218.333333333333,0.821333333333333,179.603733333333
"EA55","control","76240",235.833333333333,0.748666666666667,175.612333333333
"EA55","control","76354",182.153733333333,0.344411666666667,63.475564656
"EA55","control","76528",180.6671796195,0.963,173.964958809531
"EA55","control","76529",204.805,1.132,231.69923
"EA55","drought stress","76219",189.666666666667,0.379066666666667,72.3581333333333
"EA55","drought stress","76240",224.833333333333,0.352,78.865
"EA55","drought stress","76354",164.87144,0.097002,15.8292223072
"EA55","drought stress","76528",192.0228637735,0.919,177.338873325717
"EA55","drought stress","76529",215.255,0.3462,74.592968
"EA62","control","76219",239,1.03946666666667,248.362533333333
"EA62","control","76240",243.166666666667,0.767,187.282333333333
"EA62","control","76354",191.213,0.265968333333333,50.837529681
"EA62","control","76528",210.2751540335,1.284,269.986385192213
"EA62","control","76529",234.07,1.6218,378.816846
"EA62","drought stress","76219",162.333333333333,0.513733333333333,88.9334666666667
"EA62","drought stress","76240",266.166666666667,0.310333333333333,81.6303333333333
"EA62","drought stress","76354",164.45332,0.089244,14.689984056
"EA62","drought stress","76528",208.9270361775,1.078,225.369039291148
"EA62","drought stress","76529",235.12,0.6294,147.650546
"EA7","control","76219",250.666666666667,1.19986666666667,300.676266666667
"EA7","control","76240",242.333333333333,0.710333333333333,171.950333333333
"EA7","control","76354",184.592766666667,0.336576666666667,62.03545631
"EA7","control","76528",213.897029803,1.744,373.696169805456
"EA7","control","76529",231.98,1.5606,361.562518
"EA7","drought stress","76219",180.666666666667,0.485466666666667,88.9326666666667
"EA7","drought stress","76240",262.166666666667,0.252,66.1336666666667
"EA7","drought stress","76354",171.97948,0.086362,14.8408438648
"EA7","drought stress","76528",214.524644408,1.357,291.333597919309
"EA7","drought stress","76529",235.115,0.624,148.00074
"EA71","control","76219",231.666666666667,0.994533333333333,230.672933333333
"EA71","control","76240",226.666666666667,0.919333333333333,208.507333333333
"EA71","control","76354",171.700733333333,0.284073333333333,48.8384140536667
"EA71","control","76528",198.9753588795,1.251,250.768779346666
"EA71","control","76529",211.075,1.4108,297.214458
"EA71","drought stress","76219",198,0.448,88.9349333333333
"EA71","drought stress","76240",223.166666666667,0.415,92.4976666666667
"EA71","drought stress","76354",144.80168,0.115674,16.7228726392
"EA71","drought stress","76528",197.6195125085,1,197.684047098093
"EA71","drought stress","76529",228.845,0.2894,66.129036
"EA74","control","76219",229.666666666667,0.860533333333333,197.721733333333
"EA74","control","76240",249.166666666667,0.954166666666667,237.375833333333
"EA74","control","76354",189.1224,0.268611666666667,50.7274549256667
"EA74","control","76528",196.091816697,0.918,180.188909394006
"EA74","control","76529",217.345,1.233,267.97071
"EA74","drought stress","76219",189,0.357866666666667,67.8845333333333
"EA74","drought stress","76240",223.666666666667,0.602,134.947333333333
"EA74","drought stress","76354",156.09092,0.112426,17.530608298
"EA74","drought stress","76528",200.3475577855,0.823,165.453780866779
"EA74","drought stress","76529",252.885,0.4034,101.549202
"EA8","control","76219",240,0.8236,197.531733333333
"EA8","control","76240",253,0.681666666666667,172.558
"EA8","control","76354",184.244333333333,0.277058333333333,50.9408584266667
"EA8","control","76528",214.949127367,1.204,258.798749349868
"EA8","control","76529",234.07,1.5234,356.77695
"EA8","drought stress","76219",185.333333333333,0.282133333333333,52.0896
"EA8","drought stress","76240",240.166666666667,0.369,88.3193333333333
"EA8","drought stress","76354",178.25128,0.09678,17.2931423076
"EA8","drought stress","76528",214.860397621,0.932,200.1926795101
"EA8","drought stress","76529",254.975,0.5686,145.468472
"EA87","control","76219",237.666666666667,1.20053333333333,285.284266666667
"EA87","control","76240",254.833333333333,0.769333333333333,196.034666666667
"EA87","control","76354",184.9412,0.29073,53.850261998
"EA87","control","76528",203.637395094,1.758,358.583364171424
"EA87","control","76529",227.795,1.5748,359.149148
"EA87","drought stress","76219",197,0.483333333333333,95.162
"EA87","drought stress","76240",258.5,0.299,75.8196666666667
"EA87","drought stress","76354",198.32104,0.085872,17.0285251072
"EA87","drought stress","76528",205.287112674,1.356,278.4496028518
"EA87","drought stress","76529",244.525,0.5404,132.812618
"EA92","control","76219",219,0.844133333333333,185.2264
"EA92","control","76240",266.5,0.591666666666667,157.809666666667
"EA92","control","76354",187.0318,0.256991666666667,48.0417358653333
"EA92","control","76528",190.570351565,0.893,170.263175946217
"EA92","control","76529",226.75,1.2784,289.724212
"EA92","drought stress","76219",194.333333333333,0.311466666666667,60.2566666666667
"EA92","drought stress","76240",244.444444444444,0.266333333333333,65.1695555555556
"EA92","drought stress","76354",153.16408,0.103112,15.7985202816
"EA92","drought stress","76528",192.919370369,0.789,152.313075677277
"EA92","drought stress","76529",246.61,0.4368,105.774928
"Euroresa","control","76219",248.333333333333,0.930266666666667,231.196666666667
"Euroresa","control","76240",264.833333333333,0.724666666666667,192.121666666667
"Euroresa","control","76354",202.362866666667,0.344313333333333,69.514669274
"Euroresa","control","76528",215.600566403,1.631,351.669171281698
"Euroresa","control","76529",210.025,1.6872,354.488822
"Euroresa","drought stress","76219",224,0.4104,92.4362666666667
"Euroresa","drought stress","76240",261.166666666667,0.317333333333333,83.0286666666667
"Euroresa","drought stress","76354",221.5267,0.0684866666666667,15.172297737
"Euroresa","drought stress","76528",210.294191214,1.378,289.006984794384
"Euroresa","drought stress","76529",256.02,0.3586,90.953962
"Ramses","control","76219",229,1.0304,235.7776
"Ramses","control","76240",221.666666666667,0.706666666666667,156.541333333333
"Ramses","control","76354",165.0805,0.263843333333333,43.906857576
"Ramses","control","76528",206.639241657,1.515,312.720656056948
"Ramses","control","76529",215.255,1.627,348.591566
"Ramses","drought stress","76219",183,0.4264,78.4070666666667
"Ramses","drought stress","76240",245.055555555556,0.293333333333333,71.7772222222222
"Ramses","drought stress","76354",139.644866666667,0.099165,13.8479284993333
"Ramses","drought stress","76528",209.1213498105,1.135,237.340970190796
"Ramses","drought stress","76529",236.16,0.382,89.32858
