"alias","treatment_name","culture","starch_g_per_kg","tuber_FW_kg_per_plant","starch_yield_g_per_plant"
"AR163","control","76240",223.5,0.835,185.134666666667
"AR163","control","76354",164.732066666667,0.297621666666667,49.0941483896667
"AR163","control","76528",196.017308045,1.58,309.859925218818
"AR163","control","76529",199.575,1.4788,294.42871
"AR163","drought stress","76219",169,0.4368,73.524
"AR163","drought stress","76240",210.166666666667,0.426,89.396
"AR163","drought stress","76354",134.7668,0.09921,13.437500189
"AR163","drought stress","76528",197.5186158925,1.292,255.523086066094
"AR163","drought stress","76529",244.52,0.3754,90.38187
"AR183","control","76219",170.666666666667,1.2632,215.501866666667
"AR183","control","76240",170.666666666667,1.34266666666667,229.001333333333
"AR183","control","76354",123.2685,0.309588333333333,38.189108032
"AR183","drought stress","76219",136.666666666667,0.5676,77.7966666666667
"AR183","drought stress","76240",177.666666666667,0.660333333333333,116.919666666667
"AR183","drought stress","76354",121.526333333333,0.125548333333333,15.2920442963333
"AR185","control","76219",169.333333333333,1.1972,202.742266666667
"AR185","control","76240",164.166666666667,1.286,210.190666666667
"AR185","control","76354",118.042,0.2844585,33.5978231518
"AR185","control","76528",172.622714661,1.4028,242.513529761966
"AR185","control","76529",158.81,1.3724,217.83958
"AR185","drought stress","76219",145.333333333333,0.6428,93.4112
"AR185","drought stress","76240",179.666666666667,0.686,122.672666666667
"AR185","drought stress","76354",125.3591,0.126183333333333,15.9171144816667
"AR185","drought stress","76528",171.2787224495,1.022,175.049218640764
"AR185","drought stress","76529",206.89,0.243,49.20477
"AR196","control","76219",208.333333333333,0.942133333333333,196.221333333333
"AR196","control","76240",232.666666666667,0.696,161.316
"AR196","control","76354",186.683366666667,0.283096666666667,53.3639169023333
"AR196","control","76528",192.1721824705,1.375,264.237109517116
"AR196","control","76529",204.805,1.346,275.530844
"AR196","drought stress","76219",177,0.404933333333333,72.1233333333333
"AR196","drought stress","76240",234.333333333333,0.364666666666667,85.513
"AR196","drought stress","76354",154.279066666667,0.0874483333333333,13.6713340866667
"AR196","drought stress","76528",187.8710507525,1.136,213.378900771298
"AR196","drought stress","76529",229.89,0.584,133.432992
"AR197","control","76219",246.666666666667,0.909733333333333,224.124933333333
"AR197","control","76240",249.833333333333,0.679,169.703
"AR197","control","76354",174.139766666667,0.295376666666667,52.0552116776667
"AR197","control","76528",213.226215419,1.372,292.583415066356
"AR197","control","76529",226.75,1.2794,289.937586
"AR197","drought stress","76219",192.333333333333,0.505733333333333,97.2584
"AR197","drought stress","76240",253.5,0.41,104.387
"AR197","drought stress","76354",138.948,0.101165,14.0748382496667
"AR197","drought stress","76528",218.5385210625,1.149,251.011035868851
"AR197","drought stress","76529",243.48,0.2734,66.43618
"AR200","control","76219",208.666666666667,0.9844,205.572533333333
"AR200","control","76240",206.666666666667,0.899333333333333,186.842
"AR200","control","76354",171.003866666667,0.374945,64.4343699926667
"AR200","control","76528",196.967882559,1.676,330.077144926396
"AR200","control","76529",202.71,1.2318,249.646924
"AR200","drought stress","76219",172,0.3572,62.0792
"AR200","drought stress","76240",220.166666666667,0.398666666666667,87.8446666666667
"AR200","drought stress","76354",138.251133333333,0.0946216666666667,13.2016413643333
"AR200","drought stress","76528",184.404894727,1.11,204.68943314697
"AR200","drought stress","76529",224.665,0.6187,136.2172
"AR201","control","76219",212.666666666667,0.8672,184.090133333333
"AR201","control","76240",211.333333333333,0.801333333333333,171.204333333333
"AR201","control","76354",187.0318,0.31408,58.8608645526667
"AR201","control","76528",200.7808289005,1.088,218.477132045004
"AR201","control","76529",196.44,0.8636,169.67824
"AR201","drought stress","76219",188.333333333333,0.3504,66.6178666666667
"AR201","drought stress","76240",229.666666666667,0.486,111.430666666667
"AR201","drought stress","76354",149.401,0.12138,18.166676774
"AR201","drought stress","76528",199.387016717,0.772,153.946199727096
"AR201","drought stress","76529",240.34,0.5186,122.410628
"AR202","control","76219",228.333333333333,1.0284,234.112266666667
"AR202","control","76240",234.166666666667,0.725666666666667,169.741333333333
"AR202","control","76354",190.864566666667,0.273575,52.2467303853333
"AR202","control","76528",205.3450505325,1.32,271.078064566867
"AR202","control","76529",215.255,1.4189,305.496902
"AR202","drought stress","76219",207,0.522533333333333,108.123733333333
"AR202","drought stress","76240",251.333333333333,0.393333333333333,98.823
"AR202","drought stress","76354",164.0352,0.108688333333333,17.832851884
"AR202","drought stress","76528",220.988058912,1.066,235.323617723328
"AR202","drought stress","76529",242.435,0.43,103.82278
"AR21","control","76219",225.666666666667,0.427333333333333,97.1133333333333
"AR21","control","76240",234.666666666667,0.639666666666667,151.42
"AR21","control","76354",182.502166666667,0.29366,53.6055758543333
"AR21","control","76528",217.9921591685,0.309,67.248247795326
"AR21","control","76529",217.345,0.5992,130.218494
"AR21","drought stress","76219",165,0.171733333333333,28.258
"AR21","drought stress","76240",239.111111111111,0.216333333333333,51.6602222222222
"AR21","drought stress","76354",138.251133333333,0.104026666666667,14.3967918426667
"AR21","drought stress","76528",222.3331520085,0.409,90.761833179666
"AR21","drought stress","76529",235.12,0.101,23.826958
"AR23","control","76219",210.666666666667,1.0624,223.666533333333
"AR23","control","76240",199.166666666667,0.947,189.170666666667
"AR23","control","76354",171.3523,0.277101666666667,47.542821729
"AR23","control","76528",194.9054796815,1.357,264.259630927125
"AR23","control","76529",196.44,1.2404,243.645336
"AR23","drought stress","76219",139,0.552933333333333,77.7022666666667
"AR23","drought stress","76240",193.333333333333,0.428333333333333,82.8233333333333
"AR23","drought stress","76354",143.1292,0.127403333333333,18.2292451696667
"AR23","drought stress","76528",188.4398228,1.209,227.811555180591
"AR23","drought stress","76529",223.615,0.379,84.636598
"AR241","control","76219",217.333333333333,1.13946666666667,247.882533333333
"AR241","control","76240",244.833333333333,0.791666666666667,193.429333333333
"AR241","control","76354",179.7147,0.291975,52.503166545
"AR241","control","76528",206.8801960765,1.019,210.814507726805
"AR241","control","76529",210.03,1.4394,302.222296
"AR241","drought stress","76219",185.333333333333,0.5092,94.188
"AR241","drought stress","76240",216.833333333333,0.457,94.4926666666667
"AR241","drought stress","76354",135.8121,0.096965,13.388089024
"AR241","drought stress","76528",212.224913383,0.794,168.343903140076
"AR241","drought stress","76529",236.16,0.341,80.698966
"AR245","control","76219",251.333333333333,0.709066666666667,178.371866666667
"AR245","control","76240",269,0.692666666666667,186.667
"AR245","control","76354",175.881933333333,0.272196666666667,47.9404982896667
"AR245","control","76528",226.78769142,1.353,307.183489956186
"AR245","control","76529",253.93,1.341,339.304586
"AR245","drought stress","76219",231.666666666667,0.346133333333333,79.2653333333333
"AR245","drought stress","76240",259.277777777778,0.298,76.6353333333333
"AR245","drought stress","76354",141.735466666667,0.0892933333333333,12.7826192616667
"AR245","drought stress","76528",247.57875623,1.1145,275.937718693338
"AR245","drought stress","76529",269.615,0.281,75.84855
"AR247","control","76219",216.333333333333,1.19386666666667,258.372
"AR247","control","76240",204.5,0.849666666666667,172.662666666667
"AR247","control","76354",165.428933333333,0.343221666666667,56.547846793
"AR247","control","76528",184.372047811,1.17,215.761036196422
"AR247","control","76529",211.075,1.5894,335.497862
"AR247","drought stress","76219",179,0.346933333333333,62.2241333333333
"AR247","drought stress","76240",242.916666666667,0.317333333333333,76.6263333333333
"AR247","drought stress","76354",145.568233333333,0.101798333333333,14.94558368
"AR247","drought stress","76528",199.200294265,0.973,193.763267749897
"AR247","drought stress","76529",223.615,0.4408,97.852622
"AR254","control","76219",240.333333333333,1.22413333333333,294.007066666667
"AR254","control","76240",238.333333333333,0.61,146.043
"AR254","control","76354",191.909866666667,0.28726,55.153986582
"AR254","control","76528",213.2200828165,1.731,369.199706073537
"AR254","control","76529",215.255,1.3958,300.800078
"AR254","drought stress","76219",198.333333333333,0.453066666666667,89.6189333333333
"AR254","drought stress","76240",203.555555555556,0.254333333333333,51.2737777777778
"AR254","drought stress","76354",145.2198,0.0984683333333333,14.323196359
"AR254","drought stress","76528",221.646647103,1.248,276.65211026019
"AR254","drought stress","76529",236.165,0.5176,121.689752
"AR256","control","76219",245.333333333333,1.0076,247.046133333333
"AR256","control","76240",231,0.867666666666667,200.269
"AR256","control","76354",185.638066666667,0.314096666666667,58.2398226663333
"AR256","control","76528",219.851568445,0.925,203.390325531766
"AR256","control","76529",243.475,1.204,293.41989
"AR256","drought stress","76219",195.666666666667,0.488666666666667,95.518
"AR256","drought stress","76240",232,0.385666666666667,89.4786666666667
"AR256","drought stress","76354",132.327766666667,0.0937316666666667,12.392800916
"AR256","drought stress","76528",234.5677701835,0.716,167.763261889145
"AR256","drought stress","76529",252.885,0.3058,76.634382
"AR269","control","76219",223,0.996933333333333,222.192533333333
"AR269","control","76240",227.5,0.775,177.209333333333
"AR269","control","76354",166.822666666667,0.281058333333333,46.631566386
"AR269","control","76528",186.662831799,1.113,207.617183884264
"AR269","control","76529",205.85,1.3399,276.02637
"AR269","drought stress","76219",187.333333333333,0.409333333333333,77.3589333333333
"AR269","drought stress","76240",219.5,0.427,93.808
"AR269","drought stress","76354",136.8574,0.107243333333333,14.6952772836667
"AR269","drought stress","76528",199.772355701,0.978,195.257299595074
"AR269","drought stress","76529",238.25,0.329,77.785474
"AR28","control","76219",212.333333333333,0.984533333333333,209.9184
"AR28","control","76240",214,0.862666666666667,184.870333333333
"AR28","control","76354",159.854,0.283695,45.30953648
"AR28","control","76528",178.986102595,1.503,269.133242804469
"AR28","control","76529",181.805,1.3988,253.784662
"AR28","drought stress","76219",177.666666666667,0.462,81.9273333333333
"AR28","drought stress","76240",238.5,0.337333333333333,80.3523333333333
"AR28","drought stress","76354",162.293033333333,0.107986666666667,17.51941863
"AR28","drought stress","76528",184.895080178,1.343,248.450957091442
"AR28","drought stress","76529",227.8,0.382,87.554088
"AR282","control","76219",229.666666666667,1.12146666666667,257.358933333333
"AR282","control","76240",229.166666666667,0.750333333333333,171.324333333333
"AR282","control","76354",184.9412,0.242765,44.9476303936667
"AR282","control","76528",211.631302019,1.306,276.949715014014
"AR282","control","76529",223.615,1.2416,278.064654
"AR282","drought stress","76219",198.333333333333,0.469066666666667,93.7986666666667
"AR282","drought stress","76240",213.833333333333,0.483666666666667,103.226333333333
"AR282","drought stress","76354",166.474233333333,0.0898616666666667,14.961985987
"AR282","drought stress","76528",216.9148083055,0.985,213.707485376975
"AR282","drought stress","76529",247.66,0.2309,56.671599
"AR285","control","76219",218.333333333333,0.964266666666667,210.896
"AR285","control","76240",244.166666666667,0.815,199.326666666667
"AR285","control","76354",185.638066666667,0.292286666666667,54.1770633496667
"AR285","control","76528",208.782656381,1.106,231.278263757786
"AR285","control","76529",208.985,1.3712,286.57528
"AR285","drought stress","76219",200,0.448133333333333,89.8408
"AR285","drought stress","76240",244.333333333333,0.328,80.044
"AR285","drought stress","76354",145.2198,0.111195,16.1151685033333
"AR285","drought stress","76528",220.8675060255,0.917,202.499568622653
"AR285","drought stress","76529",237.21,0.3414,81.121434
"AR293","control","76219",223.666666666667,1.0536,235.783466666667
"AR293","control","76240",243.166666666667,1.022,247.757
"AR293","control","76354",181.8053,0.322008333333333,58.8565179163333
"AR293","control","76528",202.6896240615,1.06,214.780657076658
"AR293","control","76529",211.075,1.7032,359.307316
"AR293","drought stress","76219",180.666666666667,0.451333333333333,81.8469333333333
"AR293","drought stress","76240",230.666666666667,0.444333333333333,101.407
"AR293","drought stress","76354",162.641466666667,0.0949016666666667,15.50403594
"AR293","drought stress","76528",204.5324312065,0.822,168.73793810437
"AR293","drought stress","76529",230.935,0.3802,87.708654
"AR55","control","76219",245.333333333333,1.10413333333333,271.757333333333
"AR55","control","76240",209.666666666667,0.702333333333333,147.742666666667
"AR55","control","76354",177.972533333333,0.288105,51.562558259
"AR55","control","76528",216.885060471,1.758,381.43305075629
"AR55","control","76529",225.705,1.4626,330.164412
"AR55","drought stress","76219",194,0.333866666666667,64.536
"AR55","drought stress","76240",237.5,0.223333333333333,52.9313333333333
"AR55","drought stress","76354",135.463666666667,0.0822933333333333,11.2132423976667
"AR55","drought stress","76528",228.4149455665,1.354,309.173189753653
"AR55","drought stress","76529",222.575,0.3344,72.795938
"AR56","control","76219",217,1.038,224.991333333333
"AR56","control","76240",221.333333333333,0.826666666666667,183.419666666667
"AR56","control","76354",165.428933333333,0.289891666666667,48.0764951906667
"AR56","control","76528",192.7521078645,1.639,316.490590648948
"AR56","control","76529",208.985,1.4514,303.262518
"AR56","drought stress","76219",168,0.470266666666667,78.9776
"AR56","drought stress","76240",221.833333333333,0.435333333333333,96.5833333333333
"AR56","drought stress","76354",126.4044,0.10775,13.5678439433333
"AR56","drought stress","76528",195.5985033985,1.165,227.71863895393
"AR56","drought stress","76529",215.255,0.3464,74.27842
"AR59","control","76219",225.666666666667,0.9416,212.236533333333
"AR59","control","76240",244.333333333333,0.974666666666667,238.954333333333
"AR59","control","76354",178.6694,0.24174,43.1649552926667
"AR59","control","76528",192.969397864,1.483,286.535856568147
"AR59","control","76529",201.665,1.2542,253.442998
"AR59","drought stress","76219",167.333333333333,0.377866666666667,63.0152
"AR59","drought stress","76240",251.166666666667,0.599,149.368
"AR59","drought stress","76354",155.324366666667,0.12006,18.667591965
"AR59","drought stress","76528",190.5204026495,1.152,219.464687582865
"AR59","drought stress","76529",221.525,0.6236,138.160128
"AR67","control","76219",221.333333333333,0.937466666666667,207.395333333333
"AR67","control","76240",217.833333333333,0.647666666666667,139.828666666667
"AR67","control","76354",174.139766666667,0.267495,46.6007207876667
"AR67","control","76528",197.452484276,1.388,274.072219219846
"AR67","control","76529",217.345,1.2428,270.169452
"AR67","drought stress","76219",174.666666666667,0.3156,54.948
"AR67","drought stress","76240",239.5,0.301666666666667,71.5483333333333
"AR67","drought stress","76354",167.519533333333,0.113396666666667,19.0146143566667
"AR67","drought stress","76528",211.6416886775,1.121,237.243684714199
"AR67","drought stress","76529",231.98,0.243,55.286658
"EA111","control","76219",231.333333333333,0.822533333333333,190.4956
"EA111","control","76240",278,0.766333333333333,213.556666666667
"EA111","control","76354",197.136366666667,0.369945,73.494550778
"EA111","control","76528",199.4270913005,1.07,213.370829223511
"EA111","control","76529",229.89,1.2918,297.311852
"EA111","drought stress","76219",205,0.356933333333333,73.3630666666667
"EA111","drought stress","76240",266.333333333333,0.351333333333333,93.7293333333333
"EA111","drought stress","76354",153.5822,0.102018,15.6517920252
"EA111","drought stress","76528",223.490382321,0.886,197.843626555194
"EA111","drought stress","76529",268.565,0.2398,64.265456
"EA112","control","76219",228.666666666667,1.07666666666667,246.3428
"EA112","control","76240",243.166666666667,0.834666666666667,203.395333333333
"EA112","control","76354",190.1677,0.294496666666667,56.024955926
"EA112","control","76528",214.139113987,1.5635,334.954457309858
"EA112","control","76529",224.66,1.3839,310.864547
"EA112","drought stress","76219",190.333333333333,0.466533333333333,89.3552
"EA112","drought stress","76240",246.333333333333,0.333666666666667,79.5593333333333
"EA112","drought stress","76354",199.99352,0.098366,19.5916287724
"EA112","drought stress","76528",232.471860641,1.182,274.750882255554
"EA112","drought stress","76529",219.44,0.5982,137.165094
"EA131","control","76219",210.666666666667,1.02653333333333,216.114
"EA131","control","76240",226.333333333333,1.01233333333333,229.195333333333
"EA131","control","76354",177.972533333333,0.280808333333333,49.8612978016667
"EA131","drought stress","76219",167,0.3712,62.4597333333333
"EA131","drought stress","76240",216.166666666667,0.529333333333333,114.367333333333
"EA131","drought stress","76354",146.05604,0.11378,16.5650379176
"EA145","control","76219",230.666666666667,0.915866666666667,211.3064
"EA145","control","76240",226.666666666667,0.794666666666667,179.873666666667
"EA145","control","76354",194.697333333333,0.234578333333333,45.643422776
"EA145","control","76528",185.511778499,1.24,229.503399645128
"EA145","control","76529",216.3,1.3768,297.80184
"EA145","drought stress","76219",189.333333333333,0.395333333333333,74.8226666666667
"EA145","drought stress","76240",226,0.347666666666667,78.463
"EA145","drought stress","76354",154.00032,0.104928,16.1978023048
"EA145","drought stress","76528",191.8087679945,1.173,225.342985994781
"EA145","drought stress","76529",237.21,0.5134,121.856346
"EA154","control","76219",237,0.802933333333333,190.5016
"EA154","control","76240",249.833333333333,0.590666666666667,147.700666666667
"EA154","control","76354",191.909866666667,0.271381666666667,52.0616579553333
"EA154","control","76528",200.5614950475,1.213,243.28594719613
"EA154","control","76529",239.3,1.2634,302.693608
"EA154","drought stress","76219",202,0.3584,72.1234666666667
"EA154","drought stress","76240",229.5,0.337666666666667,75.3
"EA154","drought stress","76354",160.69024,0.099514,16.0859513308
"EA154","drought stress","76528",211.891549507,0.937,198.687777149705
"EA154","drought stress","76529",259.16,0.3418,88.37575
"EA162","control","76219",230,0.830133333333333,191.072133333333
"EA162","control","76240",250.333333333333,0.866666666666667,217.478666666667
"EA162","control","76354",181.108433333333,0.262745,47.6182152276667
"EA162","control","76528",189.920035646,1.488,282.41356504888
"EA162","control","76529",220.48,1.4744,326.023736
"EA162","drought stress","76219",185.333333333333,0.296533333333333,54.4826666666667
"EA162","drought stress","76240",238.5,0.457,108.684
"EA162","drought stress","76354",215.88208,0.069324,14.9249523
"EA162","drought stress","76528",187.3555055215,1.024,192.039577421396
"EA162","drought stress","76529",251.84,0.5272,132.393012
"EA165","control","76219",243,0.9376,226.389466666667
"EA165","control","76240",245,0.64,156.525
"EA165","control","76354",203.7566,0.271711666666667,55.2400031173333
"EA165","control","76528",226.606071916,1.552,351.71468183744
"EA165","control","76529",245.57,1.4386,353.31086
"EA165","drought stress","76219",210,0.454266666666667,95.2774666666667
"EA165","drought stress","76240",230.277777777778,0.301,67.3487777777778
"EA165","drought stress","76354",146.89228,0.090742,13.3157279328
"EA165","drought stress","76528",235.421856929,1.066,250.95040159713
"EA165","drought stress","76529",260.2,0.5332,138.772916
"EA172","control","76219",225.666666666667,1.1688,262.0936
"EA172","control","76240",235.166666666667,0.739333333333333,173.918
"EA172","control","76354",177.275666666667,0.273338333333333,48.447124897
"EA172","control","76528",201.935195616,1.44,290.771232350088
"EA172","control","76529",205.85,1.826,375.694
"EA172","drought stress","76219",204.666666666667,0.614,126.429466666667
"EA172","drought stress","76240",211.055555555556,0.262666666666667,55.5867777777778
"EA172","drought stress","76354",196.23044,0.05219,10.6697518584
"EA172","drought stress","76528",226.074118768,1.319,298.016199975891
"EA172","drought stress","76529",213.165,0.534,108.519478
"EA173","control","76219",221.333333333333,0.893333333333333,197.437066666667
"EA173","control","76240",196.944444444444,0.497,101.695444444444
"EA173","control","76354",189.470833333333,0.275398333333333,52.4382285043333
"EA173","control","76528",191.725810977,1.352,260.35192923451
"EA173","control","76529",221.525,1.1622,257.687718
"EA173","drought stress","76219",181.666666666667,0.305333333333333,57.4245333333333
"EA173","drought stress","76240",205,0.355,74.402
"EA173","drought stress","76354",155.6728,0.113794,17.7511617476
"EA173","drought stress","76528",189.6710817845,0.974,184.710228137869
"EA173","drought stress","76529",253.93,0.2746,69.65143
"EA174","control","76219",200.333333333333,0.996,199.1012
"EA174","control","76240",215.333333333333,0.986333333333333,212.284
"EA174","control","76354",160.202433333333,0.21309,34.1682091053333
"EA174","drought stress","76219",154.333333333333,0.3424,53.87
"EA174","drought stress","76240",215.333333333333,0.429333333333333,92.3696666666667
"EA174","drought stress","76354",136.43928,0.110192,15.04354937
"EA19","control","76219",224.666666666667,0.883066666666667,198.417066666667
"EA19","control","76240",238.166666666667,0.983333333333333,234.6
"EA19","control","76354",169.958566666667,0.2242015,38.0897106505333
"EA19","control","76528",193.9739450615,1.458,282.755894433327
"EA19","control","76529",208.985,1.1084,231.630614
"EA19","drought stress","76219",194.666666666667,0.366266666666667,71.2976
"EA19","drought stress","76240",238.5,0.431666666666667,102.346666666667
"EA19","drought stress","76354",152.32784,0.101806,15.468023682
"EA19","drought stress","76528",191.542793659,1.169,223.560273275145
"EA19","drought stress","76529",234.07,0.3704,86.332776
"EA2","control","76219",219,0.599333333333333,131.211733333333
"EA2","control","76240",229.166666666667,0.793666666666667,182.329333333333
"EA2","control","76354",178.320966666667,0.270903333333333,48.364069683
"EA2","control","76528",194.302234559,1.244,242.543699768856
"EA2","control","76529",193.305,0.8704,168.419972
"EA2","drought stress","76219",178.666666666667,0.253066666666667,45.2
"EA2","drought stress","76240",213.666666666667,0.286666666666667,61.1786666666667
"EA2","drought stress","76354",157.34528,0.104026,16.3609405592
"EA2","drought stress","76528",197.7217164095,0.766,151.538356121872
"EA2","drought stress","76529",223.615,0.3732,83.440578
"EA200","control","76219",225,0.761733333333333,171.624533333333
"EA200","control","76240",261.333333333333,0.652,170.400666666667
"EA200","control","76354",196.091066666667,0.25521,50.15261058
"EA200","control","76528",206.2883370365,1.165,240.385008569435
"EA200","control","76529",227.795,1.0406,236.993944
"EA200","drought stress","76219",211,0.388933333333333,82.18
"EA200","drought stress","76240",246.5,0.267,65.8193333333333
"EA200","drought stress","76354",220.4814,0.04757,10.488300198
"EA200","drought stress","76528",204.9853261245,0.951,195.026460741796
"EA200","drought stress","76529",261.245,0.3548,91.723866
"EA208","control","76219",238,0.940533333333333,223.8188
"EA208","control","76240",258.166666666667,0.472333333333333,122.117333333333
"EA208","control","76354",172.049166666667,0.25135,43.2783316846667
"EA208","control","76528",226.984285955,1.172,266.018035120028
"EA208","control","76529",243.48,0.8166,199.53595
"EA208","drought stress","76219",199,0.3676,72.6653333333333
"EA208","drought stress","76240",236.694444444444,0.184333333333333,43.1076666666667
"EA208","drought stress","76354",174.90632,0.06587,11.3422786428
"EA208","drought stress","76528",240.197366166,0.981,235.603647077131
"EA208","drought stress","76529",263.335,0.3332,87.562646
"EA22","control","76219",244,1.0628,259.1488
"EA22","control","76240",254.833333333333,0.568333333333333,145.404333333333
"EA22","control","76354",191.909866666667,0.278546666666667,53.431611992
"EA22","control","76528",211.0534812405,1.843,388.958560670529
"EA22","control","76529",235.12,1.7243,405.422223
"EA22","drought stress","76219",206,0.401066666666667,82.0824
"EA22","drought stress","76240",218.583333333333,0.172,42.3273333333333
"EA22","drought stress","76354",190.37676,0.08923,16.8192298736
"EA22","drought stress","76528",211.0746045385,1.47,310.5379819041
"EA22","drought stress","76529",242.43,0.8044,195.682292
"EA252","control","76219",237,1.07506666666667,254.6452
"EA252","control","76240",263,0.784666666666667,204.374
"EA252","control","76354",203.059733333333,0.298983333333333,60.9533502276667
"EA252","control","76528",212.156896699,1.096,232.345815275176
"EA252","control","76529",223.615,1.2932,289.48991
"EA252","drought stress","76219",213,0.4404,93.5028
"EA252","drought stress","76240",259.277777777778,0.224,57.8941111111111
"EA252","drought stress","76354",203.7566,0.069098,13.8512730596
"EA252","drought stress","76528",223.2108739545,0.864,194.49789515797
"EA252","drought stress","76529",262.295,0.2422,63.078284
"EA264","control","76219",258,0.986933333333333,254.207733333333
"EA264","control","76240",271.5,0.747166666666667,202.550833333333
"EA264","control","76354",199.5754,0.27191,54.2732752616667
"EA264","control","76528",223.085560694,1.33315,297.336282193574
"EA264","control","76529",247.66,1.5608,386.547728
"EA264","drought stress","76219",206,0.364133333333333,74.7362666666667
"EA264","drought stress","76240",252.5,0.370666666666667,93.0413333333333
"EA264","drought stress","76354",206.68344,0.094878,19.5062785672
"EA264","drought stress","76528",230.741614596,1.109,256.048184413302
"EA264","drought stress","76529",266.475,0.3146,83.382998
"EA269","control","76219",239,0.927733333333333,222.121066666667
"EA269","control","76240",260.833333333333,0.854333333333333,223.264666666667
"EA269","control","76354",148.14664,0.237986,35.4434323868
"EA269","control","76528",218.419936939,0.737,161.572103484643
"EA269","control","76529",213.165,1.2576,268.177878
"EA269","drought stress","76219",200.333333333333,0.359733333333333,72.0322666666667
"EA269","drought stress","76240",245,0.333,81.8046666666667
"EA269","drought stress","76354",191.63112,0.079232,15.2580382888
"EA269","drought stress","76528",230.8274016165,0.566,130.550564673093
"EA269","drought stress","76529",237.21,0.35,83.046072
"EA273","control","76219",230,1.19853333333333,275.988533333333
"EA273","control","76240",219.833333333333,0.610666666666667,134.317
"EA273","control","76354",182.8506,0.31095,56.8943314876667
"EA273","control","76528",187.863113843,1.391,261.306159601491
"EA273","control","76529",227.8,1.4848,337.09204
"EA273","drought stress","76219",210,0.554533333333333,116.3792
"EA273","drought stress","76240",205.333333333333,0.365666666666667,75.342
